source	target	edge_type	source_node_type	target_node_type
ncbigene:8481	ncbigene:2736	interacts	Gene	Gene
ncbigene:8481	ncbigene:2737	interacts	Gene	Gene
ncbigene:93323	ncbigene:10403	interacts	Gene	Gene
ncbigene:93323	GO:0051301	participates	Gene	Biological Process
ncbigene:4735	GO:0030154	participates	Gene	Biological Process
ncbigene:4303	ncbigene:356	interacts	Gene	Gene
ncbigene:10001	ncbigene:1050	interacts	Gene	Gene
ncbigene:10001	ncbigene:4023	interacts	Gene	Gene
ncbigene:10001	ncbigene:51129	interacts	Gene	Gene
ncbigene:10001	ncbigene:9370	interacts	Gene	Gene
ncbigene:10001	ncbigene:948	interacts	Gene	Gene
ncbigene:10011	ncbigene:1374	interacts	Gene	Gene
ncbigene:10011	ncbigene:1962	interacts	Gene	Gene
ncbigene:10011	ncbigene:2168	interacts	Gene	Gene
ncbigene:10011	ncbigene:3295	interacts	Gene	Gene
ncbigene:10011	ncbigene:336	interacts	Gene	Gene
ncbigene:10011	ncbigene:4023	interacts	Gene	Gene
ncbigene:10011	ncbigene:4199	interacts	Gene	Gene
ncbigene:10011	ncbigene:51	interacts	Gene	Gene
ncbigene:10011	GO:0030154	participates	Gene	Biological Process
ncbigene:10025	ncbigene:1050	interacts	Gene	Gene
ncbigene:10025	ncbigene:4023	interacts	Gene	Gene
ncbigene:10025	ncbigene:51129	interacts	Gene	Gene
ncbigene:10025	ncbigene:9370	interacts	Gene	Gene
ncbigene:10025	ncbigene:948	interacts	Gene	Gene
ncbigene:10049	GO:0006457	participates	Gene	Biological Process
ncbigene:10049	GO:0030198	participates	Gene	Biological Process
ncbigene:10049	GO:0032880	participates	Gene	Biological Process
ncbigene:100506888	ncbigene:1111	interacts	Gene	Gene
ncbigene:100506888	ncbigene:472	interacts	Gene	Gene
ncbigene:100506888	ncbigene:545	interacts	Gene	Gene
ncbigene:100506888	ncbigene:672	interacts	Gene	Gene
ncbigene:1408	ncbigene:5501	interacts	Gene	Gene
ncbigene:10128	ncbigene:2885	interacts	Gene	Gene
ncbigene:10128	ncbigene:54205	interacts	Gene	Gene
ncbigene:10128	ncbigene:5781	interacts	Gene	Gene
ncbigene:10128	ncbigene:6464	interacts	Gene	Gene
ncbigene:10128	ncbigene:6654	interacts	Gene	Gene
ncbigene:10128	ncbigene:6774	interacts	Gene	Gene
ncbigene:5928	ncbigene:6908	interacts	Gene	Gene
ncbigene:5928	ncbigene:891	interacts	Gene	Gene
ncbigene:5928	GO:0007049	participates	Gene	Biological Process
ncbigene:79707	ncbigene:23246	interacts	Gene	Gene
ncbigene:79707	ncbigene:23481	interacts	Gene	Gene
ncbigene:79707	ncbigene:27043	interacts	Gene	Gene
ncbigene:79707	ncbigene:55759	interacts	Gene	Gene
ncbigene:79707	ncbigene:81887	interacts	Gene	Gene
ncbigene:81887	ncbigene:23246	interacts	Gene	Gene
ncbigene:81887	ncbigene:23481	interacts	Gene	Gene
ncbigene:81887	ncbigene:27043	interacts	Gene	Gene
ncbigene:81887	ncbigene:55759	interacts	Gene	Gene
ncbigene:81887	ncbigene:79707	interacts	Gene	Gene
ncbigene:23246	GO:0008283	participates	Gene	Biological Process
ncbigene:23246	GO:0042254	participates	Gene	Biological Process
ncbigene:23481	ncbigene:23246	interacts	Gene	Gene
ncbigene:23481	ncbigene:27043	interacts	Gene	Gene
ncbigene:23481	ncbigene:55759	interacts	Gene	Gene
ncbigene:23481	ncbigene:79707	interacts	Gene	Gene
ncbigene:23481	ncbigene:81887	interacts	Gene	Gene
ncbigene:23481	GO:0008283	participates	Gene	Biological Process
ncbigene:55759	ncbigene:23246	interacts	Gene	Gene
ncbigene:55759	ncbigene:23481	interacts	Gene	Gene
ncbigene:55759	ncbigene:27043	interacts	Gene	Gene
ncbigene:55759	ncbigene:79707	interacts	Gene	Gene
ncbigene:55759	ncbigene:81887	interacts	Gene	Gene
ncbigene:10274	ncbigene:4609	interacts	Gene	Gene
ncbigene:10274	GO:0051301	participates	Gene	Biological Process
ncbigene:10287	ncbigene:2767	interacts	Gene	Gene
ncbigene:10287	ncbigene:2769	interacts	Gene	Gene
ncbigene:10287	ncbigene:2771	interacts	Gene	Gene
ncbigene:10287	ncbigene:2773	interacts	Gene	Gene
ncbigene:10287	ncbigene:2776	interacts	Gene	Gene
ncbigene:10287	ncbigene:346562	interacts	Gene	Gene
ncbigene:10287	GO:0006914	participates	Gene	Biological Process
ncbigene:182	ncbigene:864	interacts	Gene	Gene
ncbigene:10370	ncbigene:1374	interacts	Gene	Gene
ncbigene:10370	ncbigene:1962	interacts	Gene	Gene
ncbigene:10370	ncbigene:2168	interacts	Gene	Gene
ncbigene:10370	ncbigene:3295	interacts	Gene	Gene
ncbigene:10370	ncbigene:4023	interacts	Gene	Gene
ncbigene:10370	ncbigene:4199	interacts	Gene	Gene
ncbigene:10370	ncbigene:51	interacts	Gene	Gene
ncbigene:10370	ncbigene:5308	interacts	Gene	Gene
ncbigene:10370	GO:0008283	participates	Gene	Biological Process
ncbigene:4192	GO:0007010	participates	Gene	Biological Process
ncbigene:4192	GO:0007165	participates	Gene	Biological Process
ncbigene:4192	GO:0030154	participates	Gene	Biological Process
ncbigene:10411	ncbigene:5906	interacts	Gene	Gene
ncbigene:10411	ncbigene:5912	interacts	Gene	Gene
ncbigene:10411	GO:0007165	participates	Gene	Biological Process
ncbigene:5912	GO:0007165	participates	Gene	Biological Process
ncbigene:5601	ncbigene:1386	interacts	Gene	Gene
ncbigene:5601	ncbigene:3725	interacts	Gene	Gene
ncbigene:2847	ncbigene:582	interacts	Gene	Gene
ncbigene:2847	ncbigene:583	interacts	Gene	Gene
ncbigene:2847	ncbigene:585	interacts	Gene	Gene
ncbigene:6753	ncbigene:582	interacts	Gene	Gene
ncbigene:6753	ncbigene:583	interacts	Gene	Gene
ncbigene:6753	ncbigene:585	interacts	Gene	Gene
ncbigene:6753	GO:0007267	participates	Gene	Biological Process
ncbigene:84100	ncbigene:129880	interacts	Gene	Gene
ncbigene:84100	ncbigene:27241	interacts	Gene	Gene
ncbigene:84100	ncbigene:55212	interacts	Gene	Gene
ncbigene:84100	ncbigene:582	interacts	Gene	Gene
ncbigene:84100	ncbigene:583	interacts	Gene	Gene
ncbigene:84100	ncbigene:585	interacts	Gene	Gene
ncbigene:84100	GO:0016192	participates	Gene	Biological Process
ncbigene:10576	ncbigene:129880	interacts	Gene	Gene
ncbigene:10576	ncbigene:27241	interacts	Gene	Gene
ncbigene:10576	ncbigene:55212	interacts	Gene	Gene
ncbigene:10576	ncbigene:582	interacts	Gene	Gene
ncbigene:10576	ncbigene:583	interacts	Gene	Gene
ncbigene:10576	ncbigene:585	interacts	Gene	Gene
ncbigene:10576	GO:0006457	participates	Gene	Biological Process
ncbigene:10576	GO:0050821	participates	Gene	Biological Process
ncbigene:4485	GO:0006508	participates	Gene	Biological Process
ncbigene:10671	ncbigene:10728	interacts	Gene	Gene
ncbigene:10671	ncbigene:2908	interacts	Gene	Gene
ncbigene:10671	ncbigene:3320	interacts	Gene	Gene
ncbigene:10671	ncbigene:367	interacts	Gene	Gene
ncbigene:10671	ncbigene:5241	interacts	Gene	Gene
ncbigene:10694	ncbigene:129880	interacts	Gene	Gene
ncbigene:10694	ncbigene:27241	interacts	Gene	Gene
ncbigene:10694	ncbigene:55212	interacts	Gene	Gene
ncbigene:10694	ncbigene:582	interacts	Gene	Gene
ncbigene:10694	ncbigene:583	interacts	Gene	Gene
ncbigene:10694	ncbigene:585	interacts	Gene	Gene
ncbigene:10694	GO:0006457	participates	Gene	Biological Process
ncbigene:10694	GO:0050821	participates	Gene	Biological Process
ncbigene:10735	ncbigene:4609	interacts	Gene	Gene
ncbigene:10735	GO:0051301	participates	Gene	Biological Process
ncbigene:10817	ncbigene:3265	interacts	Gene	Gene
ncbigene:10817	ncbigene:3845	interacts	Gene	Gene
ncbigene:10817	ncbigene:4893	interacts	Gene	Gene
ncbigene:10817	GO:0007165	participates	Gene	Biological Process
ncbigene:10856	ncbigene:1736	interacts	Gene	Gene
ncbigene:10856	ncbigene:7015	interacts	Gene	Gene
ncbigene:10856	GO:0006457	participates	Gene	Biological Process
ncbigene:10856	GO:0050821	participates	Gene	Biological Process
ncbigene:10969	ncbigene:23481	interacts	Gene	Gene
ncbigene:10969	ncbigene:27043	interacts	Gene	Gene
ncbigene:10969	ncbigene:55759	interacts	Gene	Gene
ncbigene:10969	ncbigene:79707	interacts	Gene	Gene
ncbigene:10969	ncbigene:81887	interacts	Gene	Gene
ncbigene:10974	ncbigene:5468	interacts	Gene	Gene
ncbigene:10974	GO:0030154	participates	Gene	Biological Process
ncbigene:11091	ncbigene:2811	interacts	Gene	Gene
ncbigene:11091	ncbigene:3674	interacts	Gene	Gene
ncbigene:11127	ncbigene:2735	interacts	Gene	Gene
ncbigene:11127	ncbigene:2736	interacts	Gene	Gene
ncbigene:11127	ncbigene:2737	interacts	Gene	Gene
ncbigene:11127	ncbigene:6608	interacts	Gene	Gene
ncbigene:11184	ncbigene:4217	interacts	Gene	Gene
ncbigene:11184	ncbigene:4296	interacts	Gene	Gene
ncbigene:11184	ncbigene:6885	interacts	Gene	Gene
ncbigene:11184	GO:0008283	participates	Gene	Biological Process
ncbigene:11198	ncbigene:1111	interacts	Gene	Gene
ncbigene:11198	ncbigene:472	interacts	Gene	Gene
ncbigene:11198	ncbigene:545	interacts	Gene	Gene
ncbigene:11198	ncbigene:672	interacts	Gene	Gene
ncbigene:112950	ncbigene:1050	interacts	Gene	Gene
ncbigene:112950	ncbigene:4023	interacts	Gene	Gene
ncbigene:112950	ncbigene:51129	interacts	Gene	Gene
ncbigene:112950	ncbigene:9370	interacts	Gene	Gene
ncbigene:112950	ncbigene:948	interacts	Gene	Gene
ncbigene:1140	ncbigene:2185	interacts	Gene	Gene
ncbigene:1140	ncbigene:5747	interacts	Gene	Gene
ncbigene:1140	GO:0007165	participates	Gene	Biological Process
ncbigene:1140	GO:0050877	participates	Gene	Biological Process
ncbigene:1146	ncbigene:2185	interacts	Gene	Gene
ncbigene:1146	ncbigene:5747	interacts	Gene	Gene
ncbigene:1146	GO:0007165	participates	Gene	Biological Process
ncbigene:1146	GO:0050877	participates	Gene	Biological Process
ncbigene:50616	ncbigene:6772	interacts	Gene	Gene
ncbigene:50616	ncbigene:6774	interacts	Gene	Gene
ncbigene:50616	ncbigene:6776	interacts	Gene	Gene
ncbigene:50616	ncbigene:6777	interacts	Gene	Gene
ncbigene:50616	GO:0007165	participates	Gene	Biological Process
ncbigene:58985	ncbigene:50616	interacts	Gene	Gene
ncbigene:58985	ncbigene:6772	interacts	Gene	Gene
ncbigene:58985	ncbigene:6774	interacts	Gene	Gene
ncbigene:58985	ncbigene:6776	interacts	Gene	Gene
ncbigene:58985	ncbigene:6777	interacts	Gene	Gene
ncbigene:125058	ncbigene:5867	interacts	Gene	Gene
ncbigene:10022	GO:0007165	participates	Gene	Biological Process
ncbigene:10563	GO:0007267	participates	Gene	Biological Process
ncbigene:10850	GO:0007165	participates	Gene	Biological Process
ncbigene:10850	GO:0007267	participates	Gene	Biological Process
ncbigene:1132	GO:0007165	participates	Gene	Biological Process
ncbigene:117579	GO:0007165	participates	Gene	Biological Process
ncbigene:1237	GO:0007155	participates	Gene	Biological Process
ncbigene:1268	GO:0043065	participates	Gene	Biological Process
ncbigene:134	GO:0007165	participates	Gene	Biological Process
ncbigene:134	GO:0007267	participates	Gene	Biological Process
ncbigene:151	GO:0007267	participates	Gene	Biological Process
ncbigene:1524	GO:0007155	participates	Gene	Biological Process
ncbigene:1524	GO:0007267	participates	Gene	Biological Process
ncbigene:1813	GO:0006914	participates	Gene	Biological Process
ncbigene:1814	GO:0006914	participates	Gene	Biological Process
ncbigene:1902	GO:0043065	participates	Gene	Biological Process
ncbigene:2358	GO:0007155	participates	Gene	Biological Process
ncbigene:2359	GO:0007165	participates	Gene	Biological Process
ncbigene:2833	GO:0007155	participates	Gene	Biological Process
ncbigene:2852	GO:0007049	participates	Gene	Biological Process
ncbigene:2852	GO:0030154	participates	Gene	Biological Process
ncbigene:2852	GO:0043065	participates	Gene	Biological Process
ncbigene:2853	GO:0006629	participates	Gene	Biological Process
ncbigene:3579	GO:0007165	participates	Gene	Biological Process
ncbigene:4283	GO:0007165	participates	Gene	Biological Process
ncbigene:4283	GO:0007267	participates	Gene	Biological Process
ncbigene:50832	GO:0007585	participates	Gene	Biological Process
ncbigene:51083	GO:0043065	participates	Gene	Biological Process
ncbigene:5367	GO:0030154	participates	Gene	Biological Process
ncbigene:5368	GO:0007165	participates	Gene	Biological Process
ncbigene:56477	GO:0007165	participates	Gene	Biological Process
ncbigene:56923	GO:0007267	participates	Gene	Biological Process
ncbigene:57007	GO:0007155	participates	Gene	Biological Process
ncbigene:5733	GO:0008219	participates	Gene	Biological Process
ncbigene:57413	GO:0007165	participates	Gene	Biological Process
ncbigene:58191	GO:0007165	participates	Gene	Biological Process
ncbigene:6346	GO:0007165	participates	Gene	Biological Process
ncbigene:6357	GO:0007010	participates	Gene	Biological Process
ncbigene:6357	GO:0007165	participates	Gene	Biological Process
ncbigene:6357	GO:0007267	participates	Gene	Biological Process
ncbigene:6360	GO:0007267	participates	Gene	Biological Process
ncbigene:6366	GO:0007267	participates	Gene	Biological Process
ncbigene:6372	GO:0007165	participates	Gene	Biological Process
ncbigene:6372	GO:0007267	participates	Gene	Biological Process
ncbigene:6374	GO:0007165	participates	Gene	Biological Process
ncbigene:6374	GO:0007267	participates	Gene	Biological Process
ncbigene:6376	GO:0007155	participates	Gene	Biological Process
ncbigene:6376	GO:0007267	participates	Gene	Biological Process
ncbigene:6750	GO:0007267	participates	Gene	Biological Process
ncbigene:728	GO:0007165	participates	Gene	Biological Process
ncbigene:1285	ncbigene:2161	interacts	Gene	Gene
ncbigene:1285	GO:0007155	participates	Gene	Biological Process
ncbigene:1285	GO:0030198	participates	Gene	Biological Process
ncbigene:1286	ncbigene:2161	interacts	Gene	Gene
ncbigene:1287	ncbigene:2161	interacts	Gene	Gene
ncbigene:1287	GO:0030198	participates	Gene	Biological Process
ncbigene:1288	ncbigene:2161	interacts	Gene	Gene
ncbigene:1288	GO:0007155	participates	Gene	Biological Process
ncbigene:1288	GO:0030198	participates	Gene	Biological Process
ncbigene:128866	GO:0006914	participates	Gene	Biological Process
ncbigene:128866	GO:0050877	participates	Gene	Biological Process
ncbigene:132660	ncbigene:5347	interacts	Gene	Gene
ncbigene:132660	ncbigene:891	interacts	Gene	Gene
ncbigene:132660	GO:0007049	participates	Gene	Biological Process
ncbigene:132884	ncbigene:2735	interacts	Gene	Gene
ncbigene:132884	ncbigene:2736	interacts	Gene	Gene
ncbigene:132884	ncbigene:2737	interacts	Gene	Gene
ncbigene:6950	ncbigene:129880	interacts	Gene	Gene
ncbigene:6950	ncbigene:27241	interacts	Gene	Gene
ncbigene:6950	ncbigene:55212	interacts	Gene	Gene
ncbigene:6950	ncbigene:582	interacts	Gene	Gene
ncbigene:6950	ncbigene:583	interacts	Gene	Gene
ncbigene:6950	ncbigene:585	interacts	Gene	Gene
ncbigene:6950	GO:0006457	participates	Gene	Biological Process
ncbigene:6950	GO:0050821	participates	Gene	Biological Process
ncbigene:3313	ncbigene:6775	interacts	Gene	Gene
ncbigene:829	ncbigene:6775	interacts	Gene	Gene
ncbigene:829	ncbigene:10728	interacts	Gene	Gene
ncbigene:829	ncbigene:2908	interacts	Gene	Gene
ncbigene:829	ncbigene:3320	interacts	Gene	Gene
ncbigene:829	ncbigene:367	interacts	Gene	Gene
ncbigene:829	ncbigene:5241	interacts	Gene	Gene
ncbigene:143282	ncbigene:2246	interacts	Gene	Gene
ncbigene:143282	ncbigene:2248	interacts	Gene	Gene
ncbigene:143282	ncbigene:2252	interacts	Gene	Gene
ncbigene:143282	ncbigene:2255	interacts	Gene	Gene
ncbigene:143282	ncbigene:27006	interacts	Gene	Gene
ncbigene:143282	GO:0007267	participates	Gene	Biological Process
ncbigene:1540	ncbigene:8772	interacts	Gene	Gene
ncbigene:1540	GO:0007049	participates	Gene	Biological Process
ncbigene:1605	ncbigene:5879	interacts	Gene	Gene
ncbigene:1605	ncbigene:998	interacts	Gene	Gene
ncbigene:160622	ncbigene:375	interacts	Gene	Gene
ncbigene:160622	GO:0007165	participates	Gene	Biological Process
ncbigene:161882	ncbigene:2811	interacts	Gene	Gene
ncbigene:161882	ncbigene:3674	interacts	Gene	Gene
ncbigene:1639	ncbigene:10728	interacts	Gene	Gene
ncbigene:1639	ncbigene:2908	interacts	Gene	Gene
ncbigene:1639	ncbigene:3320	interacts	Gene	Gene
ncbigene:1639	ncbigene:367	interacts	Gene	Gene
ncbigene:1639	ncbigene:5241	interacts	Gene	Gene
ncbigene:1639	GO:0051301	participates	Gene	Biological Process
ncbigene:166379	ncbigene:129880	interacts	Gene	Gene
ncbigene:166379	ncbigene:27241	interacts	Gene	Gene
ncbigene:166379	ncbigene:55212	interacts	Gene	Gene
ncbigene:166379	ncbigene:582	interacts	Gene	Gene
ncbigene:166379	ncbigene:583	interacts	Gene	Gene
ncbigene:166379	ncbigene:585	interacts	Gene	Gene
ncbigene:168544	ncbigene:5468	interacts	Gene	Gene
ncbigene:170506	ncbigene:3665	interacts	Gene	Gene
ncbigene:170506	GO:0030154	participates	Gene	Biological Process
ncbigene:177	ncbigene:4790	interacts	Gene	Gene
ncbigene:177	ncbigene:4791	interacts	Gene	Gene
ncbigene:177	ncbigene:5970	interacts	Gene	Gene
ncbigene:177	GO:0007155	participates	Gene	Biological Process
ncbigene:1915	ncbigene:3297	interacts	Gene	Gene
ncbigene:1915	ncbigene:842	interacts	Gene	Gene
ncbigene:1997	ncbigene:3562	interacts	Gene	Gene
ncbigene:1997	ncbigene:640	interacts	Gene	Gene
ncbigene:1997	GO:0030154	participates	Gene	Biological Process
ncbigene:1998	ncbigene:640	interacts	Gene	Gene
ncbigene:1998	GO:0030154	participates	Gene	Biological Process
ncbigene:204851	GO:0008283	participates	Gene	Biological Process
ncbigene:8322	ncbigene:1856	interacts	Gene	Gene
ncbigene:8322	GO:0008283	participates	Gene	Biological Process
ncbigene:2068	ncbigene:1111	interacts	Gene	Gene
ncbigene:2068	ncbigene:472	interacts	Gene	Gene
ncbigene:2068	ncbigene:545	interacts	Gene	Gene
ncbigene:2068	ncbigene:672	interacts	Gene	Gene
ncbigene:2068	GO:0007059	participates	Gene	Biological Process
ncbigene:2068	GO:0030198	participates	Gene	Biological Process
ncbigene:2071	ncbigene:1111	interacts	Gene	Gene
ncbigene:2071	ncbigene:472	interacts	Gene	Gene
ncbigene:2071	ncbigene:545	interacts	Gene	Gene
ncbigene:2071	ncbigene:672	interacts	Gene	Gene
ncbigene:2071	GO:0043065	participates	Gene	Biological Process
ncbigene:2121	ncbigene:2735	interacts	Gene	Gene
ncbigene:2121	ncbigene:2736	interacts	Gene	Gene
ncbigene:2121	ncbigene:2737	interacts	Gene	Gene
ncbigene:219541	ncbigene:1050	interacts	Gene	Gene
ncbigene:219541	ncbigene:4023	interacts	Gene	Gene
ncbigene:219541	ncbigene:51129	interacts	Gene	Gene
ncbigene:219541	ncbigene:9370	interacts	Gene	Gene
ncbigene:219541	ncbigene:948	interacts	Gene	Gene
ncbigene:2206	ncbigene:2885	interacts	Gene	Gene
ncbigene:2206	ncbigene:5290	interacts	Gene	Gene
ncbigene:2206	ncbigene:5295	interacts	Gene	Gene
ncbigene:2206	ncbigene:6464	interacts	Gene	Gene
ncbigene:2206	ncbigene:6654	interacts	Gene	Gene
ncbigene:2206	ncbigene:695	interacts	Gene	Gene
ncbigene:2206	ncbigene:7409	interacts	Gene	Gene
ncbigene:221035	GO:0051301	participates	Gene	Biological Process
ncbigene:2215	ncbigene:5290	interacts	Gene	Gene
ncbigene:2215	ncbigene:5295	interacts	Gene	Gene
ncbigene:2215	ncbigene:6850	interacts	Gene	Gene
ncbigene:222546	ncbigene:3630	interacts	Gene	Gene
ncbigene:7021	ncbigene:2280	interacts	Gene	Gene
ncbigene:7021	ncbigene:2064	interacts	Gene	Gene
ncbigene:7021	ncbigene:3815	interacts	Gene	Gene
ncbigene:7021	GO:0048856	participates	Gene	Biological Process
ncbigene:9372	ncbigene:2280	interacts	Gene	Gene
ncbigene:22803	GO:0006397	participates	Gene	Biological Process
ncbigene:22873	ncbigene:2736	interacts	Gene	Gene
ncbigene:22873	ncbigene:2737	interacts	Gene	Gene
ncbigene:22873	ncbigene:9978	interacts	Gene	Gene
ncbigene:22930	ncbigene:5870	interacts	Gene	Gene
ncbigene:22930	ncbigene:832	interacts	Gene	Gene
ncbigene:22930	ncbigene:84516	interacts	Gene	Gene
ncbigene:22930	ncbigene:93661	interacts	Gene	Gene
ncbigene:51164	ncbigene:10728	interacts	Gene	Gene
ncbigene:51164	ncbigene:2908	interacts	Gene	Gene
ncbigene:51164	ncbigene:3320	interacts	Gene	Gene
ncbigene:51164	ncbigene:367	interacts	Gene	Gene
ncbigene:51164	ncbigene:5241	interacts	Gene	Gene
ncbigene:55860	ncbigene:10728	interacts	Gene	Gene
ncbigene:55860	ncbigene:2908	interacts	Gene	Gene
ncbigene:55860	ncbigene:3320	interacts	Gene	Gene
ncbigene:55860	ncbigene:367	interacts	Gene	Gene
ncbigene:55860	ncbigene:5241	interacts	Gene	Gene
ncbigene:5870	ncbigene:4851	interacts	Gene	Gene
ncbigene:5870	ncbigene:4853	interacts	Gene	Gene
ncbigene:5870	ncbigene:4854	interacts	Gene	Gene
ncbigene:5870	ncbigene:4855	interacts	Gene	Gene
ncbigene:830	ncbigene:10728	interacts	Gene	Gene
ncbigene:830	ncbigene:2908	interacts	Gene	Gene
ncbigene:830	ncbigene:3320	interacts	Gene	Gene
ncbigene:830	ncbigene:367	interacts	Gene	Gene
ncbigene:830	ncbigene:5241	interacts	Gene	Gene
ncbigene:832	ncbigene:10728	interacts	Gene	Gene
ncbigene:832	ncbigene:2908	interacts	Gene	Gene
ncbigene:832	ncbigene:3320	interacts	Gene	Gene
ncbigene:832	ncbigene:367	interacts	Gene	Gene
ncbigene:832	ncbigene:5241	interacts	Gene	Gene
ncbigene:832	GO:0000902	participates	Gene	Biological Process
ncbigene:832	GO:0007010	participates	Gene	Biological Process
ncbigene:84516	ncbigene:10728	interacts	Gene	Gene
ncbigene:84516	ncbigene:2908	interacts	Gene	Gene
ncbigene:84516	ncbigene:3320	interacts	Gene	Gene
ncbigene:84516	ncbigene:367	interacts	Gene	Gene
ncbigene:84516	ncbigene:5241	interacts	Gene	Gene
ncbigene:93661	ncbigene:10728	interacts	Gene	Gene
ncbigene:93661	ncbigene:2908	interacts	Gene	Gene
ncbigene:93661	ncbigene:3320	interacts	Gene	Gene
ncbigene:93661	ncbigene:367	interacts	Gene	Gene
ncbigene:93661	ncbigene:5241	interacts	Gene	Gene
ncbigene:22938	ncbigene:4092	interacts	Gene	Gene
ncbigene:22938	ncbigene:4609	interacts	Gene	Gene
ncbigene:22948	ncbigene:129880	interacts	Gene	Gene
ncbigene:22948	ncbigene:27241	interacts	Gene	Gene
ncbigene:22948	ncbigene:55212	interacts	Gene	Gene
ncbigene:22948	ncbigene:582	interacts	Gene	Gene
ncbigene:22948	ncbigene:583	interacts	Gene	Gene
ncbigene:22948	ncbigene:585	interacts	Gene	Gene
ncbigene:22948	GO:0006457	participates	Gene	Biological Process
ncbigene:22948	GO:0050821	participates	Gene	Biological Process
ncbigene:23043	ncbigene:4217	interacts	Gene	Gene
ncbigene:23043	GO:0007010	participates	Gene	Biological Process
ncbigene:23067	ncbigene:2811	interacts	Gene	Gene
ncbigene:23067	ncbigene:3674	interacts	Gene	Gene
ncbigene:23097	ncbigene:1050	interacts	Gene	Gene
ncbigene:23097	ncbigene:4023	interacts	Gene	Gene
ncbigene:23097	ncbigene:51129	interacts	Gene	Gene
ncbigene:23097	ncbigene:9370	interacts	Gene	Gene
ncbigene:23097	ncbigene:948	interacts	Gene	Gene
ncbigene:23097	GO:0043065	participates	Gene	Biological Process
ncbigene:23322	ncbigene:2735	interacts	Gene	Gene
ncbigene:23322	ncbigene:2736	interacts	Gene	Gene
ncbigene:23322	ncbigene:2737	interacts	Gene	Gene
ncbigene:23368	ncbigene:355	interacts	Gene	Gene
ncbigene:23368	ncbigene:581	interacts	Gene	Gene
ncbigene:23373	ncbigene:10891	interacts	Gene	Gene
ncbigene:23373	ncbigene:5187	interacts	Gene	Gene
ncbigene:23385	ncbigene:4851	interacts	Gene	Gene
ncbigene:23385	ncbigene:4853	interacts	Gene	Gene
ncbigene:23385	GO:0006508	participates	Gene	Biological Process
ncbigene:23385	GO:0016485	participates	Gene	Biological Process
ncbigene:23385	GO:0043085	participates	Gene	Biological Process
ncbigene:23389	ncbigene:1050	interacts	Gene	Gene
ncbigene:23389	ncbigene:4023	interacts	Gene	Gene
ncbigene:23389	ncbigene:51129	interacts	Gene	Gene
ncbigene:23389	ncbigene:9370	interacts	Gene	Gene
ncbigene:23389	ncbigene:948	interacts	Gene	Gene
ncbigene:23426	ncbigene:2957	interacts	Gene	Gene
ncbigene:23426	ncbigene:4205	interacts	Gene	Gene
ncbigene:23426	ncbigene:4209	interacts	Gene	Gene
ncbigene:23426	ncbigene:5430	interacts	Gene	Gene
ncbigene:23439	ncbigene:4092	interacts	Gene	Gene
ncbigene:23705	ncbigene:5879	interacts	Gene	Gene
ncbigene:23705	GO:0030154	participates	Gene	Biological Process
ncbigene:247	ncbigene:2885	interacts	Gene	Gene
ncbigene:247	ncbigene:6464	interacts	Gene	Gene
ncbigene:247	ncbigene:6654	interacts	Gene	Gene
ncbigene:247	GO:0006629	participates	Gene	Biological Process
ncbigene:8626	ncbigene:355	interacts	Gene	Gene
ncbigene:8626	ncbigene:581	interacts	Gene	Gene
ncbigene:8626	ncbigene:834	interacts	Gene	Gene
ncbigene:25782	ncbigene:5870	interacts	Gene	Gene
ncbigene:25782	ncbigene:832	interacts	Gene	Gene
ncbigene:25782	ncbigene:84516	interacts	Gene	Gene
ncbigene:25782	ncbigene:93661	interacts	Gene	Gene
ncbigene:25920	ncbigene:1111	interacts	Gene	Gene
ncbigene:25920	ncbigene:472	interacts	Gene	Gene
ncbigene:25920	ncbigene:545	interacts	Gene	Gene
ncbigene:25920	ncbigene:581	interacts	Gene	Gene
ncbigene:25920	ncbigene:672	interacts	Gene	Gene
ncbigene:25920	GO:0008283	participates	Gene	Biological Process
ncbigene:25950	ncbigene:7341	interacts	Gene	Gene
ncbigene:25978	GO:0006914	participates	Gene	Biological Process
ncbigene:25999	ncbigene:331	interacts	Gene	Gene
ncbigene:25999	ncbigene:7124	interacts	Gene	Gene
ncbigene:25999	ncbigene:7132	interacts	Gene	Gene
ncbigene:25999	ncbigene:7186	interacts	Gene	Gene
ncbigene:25999	ncbigene:7311	interacts	Gene	Gene
ncbigene:25999	ncbigene:7314	interacts	Gene	Gene
ncbigene:25999	ncbigene:7316	interacts	Gene	Gene
ncbigene:25999	ncbigene:8717	interacts	Gene	Gene
ncbigene:25999	ncbigene:8737	interacts	Gene	Gene
ncbigene:25999	GO:0043065	participates	Gene	Biological Process
ncbigene:26160	ncbigene:2735	interacts	Gene	Gene
ncbigene:26160	ncbigene:2736	interacts	Gene	Gene
ncbigene:26160	ncbigene:2737	interacts	Gene	Gene
ncbigene:26160	GO:0016485	participates	Gene	Biological Process
ncbigene:26166	ncbigene:2770	interacts	Gene	Gene
ncbigene:26166	ncbigene:2771	interacts	Gene	Gene
ncbigene:26166	ncbigene:2773	interacts	Gene	Gene
ncbigene:26166	ncbigene:346562	interacts	Gene	Gene
ncbigene:2622	ncbigene:6608	interacts	Gene	Gene
ncbigene:26354	ncbigene:23246	interacts	Gene	Gene
ncbigene:26354	ncbigene:23481	interacts	Gene	Gene
