source	target	edge_type	source_node_type	target_node_type
ncbigene:54908	ncbigene:5527	interacts	Gene	Gene
ncbigene:54908	ncbigene:5528	interacts	Gene	Gene
ncbigene:54908	ncbigene:5529	interacts	Gene	Gene
ncbigene:54908	ncbigene:57551	interacts	Gene	Gene
ncbigene:54908	ncbigene:6232	interacts	Gene	Gene
ncbigene:54908	ncbigene:81565	interacts	Gene	Gene
ncbigene:54908	GO:0051301	participates	Gene	Biological Process
ncbigene:5501	ncbigene:5525	interacts	Gene	Gene
ncbigene:5501	ncbigene:5526	interacts	Gene	Gene
ncbigene:5501	ncbigene:5527	interacts	Gene	Gene
ncbigene:5501	ncbigene:5528	interacts	Gene	Gene
ncbigene:5501	ncbigene:5529	interacts	Gene	Gene
ncbigene:5501	ncbigene:57551	interacts	Gene	Gene
ncbigene:5501	ncbigene:6232	interacts	Gene	Gene
ncbigene:5501	ncbigene:81565	interacts	Gene	Gene
ncbigene:5501	GO:0007049	participates	Gene	Biological Process
ncbigene:5501	GO:0051301	participates	Gene	Biological Process
ncbigene:55055	ncbigene:5525	interacts	Gene	Gene
ncbigene:55055	ncbigene:5526	interacts	Gene	Gene
ncbigene:55055	ncbigene:5527	interacts	Gene	Gene
ncbigene:55055	ncbigene:5528	interacts	Gene	Gene
ncbigene:55055	ncbigene:5529	interacts	Gene	Gene
ncbigene:55055	ncbigene:57551	interacts	Gene	Gene
ncbigene:55055	ncbigene:6232	interacts	Gene	Gene
ncbigene:55055	ncbigene:81565	interacts	Gene	Gene
ncbigene:55055	GO:0051301	participates	Gene	Biological Process
ncbigene:55143	ncbigene:5525	interacts	Gene	Gene
ncbigene:55143	ncbigene:5526	interacts	Gene	Gene
ncbigene:55143	ncbigene:5527	interacts	Gene	Gene
ncbigene:55143	ncbigene:5528	interacts	Gene	Gene
ncbigene:55143	ncbigene:5529	interacts	Gene	Gene
ncbigene:55143	ncbigene:57551	interacts	Gene	Gene
ncbigene:55143	ncbigene:6232	interacts	Gene	Gene
ncbigene:55143	ncbigene:81565	interacts	Gene	Gene
ncbigene:55143	GO:0051276	participates	Gene	Biological Process
ncbigene:55166	ncbigene:5525	interacts	Gene	Gene
ncbigene:55166	ncbigene:5526	interacts	Gene	Gene
ncbigene:55166	ncbigene:5527	interacts	Gene	Gene
ncbigene:55166	ncbigene:5528	interacts	Gene	Gene
ncbigene:55166	ncbigene:5529	interacts	Gene	Gene
ncbigene:55166	ncbigene:57551	interacts	Gene	Gene
ncbigene:55166	ncbigene:6232	interacts	Gene	Gene
ncbigene:55166	ncbigene:81565	interacts	Gene	Gene
ncbigene:55746	GO:0006913	participates	Gene	Biological Process
ncbigene:55839	ncbigene:5526	interacts	Gene	Gene
ncbigene:55839	ncbigene:5527	interacts	Gene	Gene
ncbigene:55839	ncbigene:5528	interacts	Gene	Gene
ncbigene:55839	ncbigene:5529	interacts	Gene	Gene
ncbigene:55839	ncbigene:55746	interacts	Gene	Gene
ncbigene:55839	ncbigene:57551	interacts	Gene	Gene
ncbigene:55839	ncbigene:6232	interacts	Gene	Gene
ncbigene:55839	ncbigene:81565	interacts	Gene	Gene
ncbigene:55839	GO:0007059	participates	Gene	Biological Process
ncbigene:55920	ncbigene:5527	interacts	Gene	Gene
ncbigene:55920	ncbigene:5528	interacts	Gene	Gene
ncbigene:55920	ncbigene:5529	interacts	Gene	Gene
ncbigene:55920	ncbigene:55746	interacts	Gene	Gene
ncbigene:55920	ncbigene:55839	interacts	Gene	Gene
ncbigene:55920	ncbigene:57551	interacts	Gene	Gene
ncbigene:55920	ncbigene:6232	interacts	Gene	Gene
ncbigene:55920	ncbigene:81565	interacts	Gene	Gene
ncbigene:55920	GO:0007049	participates	Gene	Biological Process
ncbigene:55920	GO:0051301	participates	Gene	Biological Process
ncbigene:57082	ncbigene:5528	interacts	Gene	Gene
ncbigene:57082	ncbigene:5529	interacts	Gene	Gene
ncbigene:57082	ncbigene:55746	interacts	Gene	Gene
ncbigene:57082	ncbigene:55839	interacts	Gene	Gene
ncbigene:57082	ncbigene:55920	interacts	Gene	Gene
ncbigene:57082	ncbigene:57551	interacts	Gene	Gene
ncbigene:57082	ncbigene:6232	interacts	Gene	Gene
ncbigene:57082	ncbigene:81565	interacts	Gene	Gene
ncbigene:57082	GO:0051301	participates	Gene	Biological Process
ncbigene:57122	GO:0006913	participates	Gene	Biological Process
ncbigene:57405	ncbigene:55746	interacts	Gene	Gene
ncbigene:57405	ncbigene:55839	interacts	Gene	Gene
ncbigene:57405	ncbigene:55920	interacts	Gene	Gene
ncbigene:57405	ncbigene:57082	interacts	Gene	Gene
ncbigene:57405	ncbigene:57122	interacts	Gene	Gene
ncbigene:57405	ncbigene:57551	interacts	Gene	Gene
ncbigene:57405	ncbigene:6232	interacts	Gene	Gene
ncbigene:57405	ncbigene:81565	interacts	Gene	Gene
ncbigene:57405	GO:0007059	participates	Gene	Biological Process
ncbigene:57405	GO:0051301	participates	Gene	Biological Process
ncbigene:5903	GO:0006457	participates	Gene	Biological Process
ncbigene:5903	GO:0006913	participates	Gene	Biological Process
ncbigene:5905	ncbigene:57405	interacts	Gene	Gene
ncbigene:5905	ncbigene:57551	interacts	Gene	Gene
ncbigene:5905	ncbigene:5901	interacts	Gene	Gene
ncbigene:5905	ncbigene:5903	interacts	Gene	Gene
ncbigene:5905	ncbigene:6232	interacts	Gene	Gene
ncbigene:5905	ncbigene:81565	interacts	Gene	Gene
ncbigene:5905	GO:0006913	participates	Gene	Biological Process
ncbigene:5905	GO:0007165	participates	Gene	Biological Process
ncbigene:6249	ncbigene:57082	interacts	Gene	Gene
ncbigene:6249	ncbigene:57122	interacts	Gene	Gene
ncbigene:6249	ncbigene:57405	interacts	Gene	Gene
ncbigene:6249	ncbigene:57551	interacts	Gene	Gene
ncbigene:6249	ncbigene:5903	interacts	Gene	Gene
ncbigene:6249	ncbigene:5905	interacts	Gene	Gene
ncbigene:6249	ncbigene:6232	interacts	Gene	Gene
ncbigene:6249	ncbigene:81565	interacts	Gene	Gene
ncbigene:6396	ncbigene:57122	interacts	Gene	Gene
ncbigene:6396	ncbigene:57405	interacts	Gene	Gene
ncbigene:6396	ncbigene:57551	interacts	Gene	Gene
ncbigene:6396	ncbigene:5903	interacts	Gene	Gene
ncbigene:6396	ncbigene:5905	interacts	Gene	Gene
ncbigene:6396	ncbigene:6232	interacts	Gene	Gene
ncbigene:6396	ncbigene:6249	interacts	Gene	Gene
ncbigene:6396	ncbigene:81565	interacts	Gene	Gene
ncbigene:6396	GO:0006913	participates	Gene	Biological Process
ncbigene:64105	ncbigene:57405	interacts	Gene	Gene
ncbigene:64105	ncbigene:57551	interacts	Gene	Gene
ncbigene:64105	ncbigene:5903	interacts	Gene	Gene
ncbigene:64105	ncbigene:5905	interacts	Gene	Gene
ncbigene:64105	ncbigene:6232	interacts	Gene	Gene
ncbigene:64105	ncbigene:6249	interacts	Gene	Gene
ncbigene:64105	ncbigene:6396	interacts	Gene	Gene
ncbigene:64105	ncbigene:81565	interacts	Gene	Gene
ncbigene:64946	ncbigene:57551	interacts	Gene	Gene
ncbigene:64946	ncbigene:5903	interacts	Gene	Gene
ncbigene:64946	ncbigene:5905	interacts	Gene	Gene
ncbigene:64946	ncbigene:6232	interacts	Gene	Gene
ncbigene:64946	ncbigene:6249	interacts	Gene	Gene
ncbigene:64946	ncbigene:6396	interacts	Gene	Gene
ncbigene:64946	ncbigene:64105	interacts	Gene	Gene
ncbigene:64946	ncbigene:81565	interacts	Gene	Gene
ncbigene:64946	GO:0007059	participates	Gene	Biological Process
ncbigene:699	ncbigene:5903	interacts	Gene	Gene
ncbigene:699	ncbigene:5905	interacts	Gene	Gene
ncbigene:699	ncbigene:6232	interacts	Gene	Gene
ncbigene:699	ncbigene:6249	interacts	Gene	Gene
ncbigene:699	ncbigene:6396	interacts	Gene	Gene
ncbigene:699	ncbigene:64105	interacts	Gene	Gene
ncbigene:699	ncbigene:64946	interacts	Gene	Gene
ncbigene:699	ncbigene:81565	interacts	Gene	Gene
ncbigene:699	GO:0007059	participates	Gene	Biological Process
ncbigene:699	GO:0008283	participates	Gene	Biological Process
ncbigene:699	GO:0051301	participates	Gene	Biological Process
ncbigene:701	ncbigene:5905	interacts	Gene	Gene
ncbigene:701	ncbigene:6232	interacts	Gene	Gene
ncbigene:701	ncbigene:6249	interacts	Gene	Gene
ncbigene:701	ncbigene:6396	interacts	Gene	Gene
ncbigene:701	ncbigene:64105	interacts	Gene	Gene
ncbigene:701	ncbigene:64946	interacts	Gene	Gene
ncbigene:701	ncbigene:699	interacts	Gene	Gene
ncbigene:701	ncbigene:81565	interacts	Gene	Gene
ncbigene:701	GO:0051301	participates	Gene	Biological Process
ncbigene:7514	ncbigene:699	interacts	Gene	Gene
ncbigene:7514	ncbigene:701	interacts	Gene	Gene
ncbigene:7514	ncbigene:81565	interacts	Gene	Gene
ncbigene:7514	ncbigene:983	interacts	Gene	Gene
ncbigene:7514	GO:0006913	participates	Gene	Biological Process
ncbigene:7514	GO:0042254	participates	Gene	Biological Process
ncbigene:79003	ncbigene:6249	interacts	Gene	Gene
ncbigene:79003	ncbigene:6396	interacts	Gene	Gene
ncbigene:79003	ncbigene:64105	interacts	Gene	Gene
ncbigene:79003	ncbigene:64946	interacts	Gene	Gene
ncbigene:79003	ncbigene:699	interacts	Gene	Gene
ncbigene:79003	ncbigene:701	interacts	Gene	Gene
ncbigene:79003	ncbigene:7514	interacts	Gene	Gene
ncbigene:79003	ncbigene:81565	interacts	Gene	Gene
ncbigene:79003	GO:0007059	participates	Gene	Biological Process
ncbigene:79003	GO:0051301	participates	Gene	Biological Process
ncbigene:79019	ncbigene:6396	interacts	Gene	Gene
ncbigene:79019	ncbigene:64105	interacts	Gene	Gene
ncbigene:79019	ncbigene:64946	interacts	Gene	Gene
ncbigene:79019	ncbigene:699	interacts	Gene	Gene
ncbigene:79019	ncbigene:701	interacts	Gene	Gene
ncbigene:79019	ncbigene:7514	interacts	Gene	Gene
ncbigene:79019	ncbigene:79003	interacts	Gene	Gene
ncbigene:79019	ncbigene:81565	interacts	Gene	Gene
ncbigene:79023	GO:0006913	participates	Gene	Biological Process
ncbigene:79023	GO:0007059	participates	Gene	Biological Process
ncbigene:79023	GO:0051301	participates	Gene	Biological Process
ncbigene:79172	ncbigene:64946	interacts	Gene	Gene
ncbigene:79172	ncbigene:699	interacts	Gene	Gene
ncbigene:79172	ncbigene:701	interacts	Gene	Gene
ncbigene:79172	ncbigene:7514	interacts	Gene	Gene
ncbigene:79172	ncbigene:79003	interacts	Gene	Gene
ncbigene:79172	ncbigene:79019	interacts	Gene	Gene
ncbigene:79172	ncbigene:79023	interacts	Gene	Gene
ncbigene:79172	ncbigene:81565	interacts	Gene	Gene
ncbigene:79682	ncbigene:699	interacts	Gene	Gene
ncbigene:79682	ncbigene:701	interacts	Gene	Gene
ncbigene:79682	ncbigene:7514	interacts	Gene	Gene
ncbigene:79682	ncbigene:79003	interacts	Gene	Gene
ncbigene:79682	ncbigene:79019	interacts	Gene	Gene
ncbigene:79682	ncbigene:79023	interacts	Gene	Gene
ncbigene:79682	ncbigene:79172	interacts	Gene	Gene
ncbigene:79682	ncbigene:81565	interacts	Gene	Gene
ncbigene:79902	GO:0006913	participates	Gene	Biological Process
ncbigene:79980	ncbigene:7514	interacts	Gene	Gene
ncbigene:79980	ncbigene:79003	interacts	Gene	Gene
ncbigene:79980	ncbigene:79019	interacts	Gene	Gene
ncbigene:79980	ncbigene:79023	interacts	Gene	Gene
ncbigene:79980	ncbigene:79172	interacts	Gene	Gene
ncbigene:79980	ncbigene:79682	interacts	Gene	Gene
ncbigene:79980	ncbigene:79902	interacts	Gene	Gene
ncbigene:79980	ncbigene:81565	interacts	Gene	Gene
ncbigene:79980	GO:0051301	participates	Gene	Biological Process
ncbigene:80152	ncbigene:79003	interacts	Gene	Gene
ncbigene:80152	ncbigene:79019	interacts	Gene	Gene
ncbigene:80152	ncbigene:79023	interacts	Gene	Gene
ncbigene:80152	ncbigene:79172	interacts	Gene	Gene
ncbigene:80152	ncbigene:79682	interacts	Gene	Gene
ncbigene:80152	ncbigene:79902	interacts	Gene	Gene
ncbigene:80152	ncbigene:79980	interacts	Gene	Gene
ncbigene:80152	ncbigene:81565	interacts	Gene	Gene
ncbigene:80152	GO:0007059	participates	Gene	Biological Process
ncbigene:80152	GO:0051276	participates	Gene	Biological Process
ncbigene:80152	GO:0051301	participates	Gene	Biological Process
ncbigene:80776	ncbigene:79019	interacts	Gene	Gene
ncbigene:80776	ncbigene:79023	interacts	Gene	Gene
ncbigene:80776	ncbigene:79172	interacts	Gene	Gene
ncbigene:80776	ncbigene:79682	interacts	Gene	Gene
ncbigene:80776	ncbigene:79902	interacts	Gene	Gene
ncbigene:80776	ncbigene:79980	interacts	Gene	Gene
ncbigene:80776	ncbigene:80152	interacts	Gene	Gene
ncbigene:80776	ncbigene:81565	interacts	Gene	Gene
ncbigene:81930	ncbigene:79023	interacts	Gene	Gene
ncbigene:81930	ncbigene:79172	interacts	Gene	Gene
ncbigene:81930	ncbigene:79682	interacts	Gene	Gene
ncbigene:81930	ncbigene:79902	interacts	Gene	Gene
ncbigene:81930	ncbigene:79980	interacts	Gene	Gene
ncbigene:81930	ncbigene:80152	interacts	Gene	Gene
ncbigene:81930	ncbigene:80776	interacts	Gene	Gene
ncbigene:81930	ncbigene:81565	interacts	Gene	Gene
ncbigene:83540	ncbigene:79172	interacts	Gene	Gene
ncbigene:83540	ncbigene:79682	interacts	Gene	Gene
ncbigene:83540	ncbigene:79902	interacts	Gene	Gene
ncbigene:83540	ncbigene:79980	interacts	Gene	Gene
ncbigene:83540	ncbigene:80152	interacts	Gene	Gene
ncbigene:83540	ncbigene:80776	interacts	Gene	Gene
ncbigene:83540	ncbigene:81565	interacts	Gene	Gene
ncbigene:83540	ncbigene:81930	interacts	Gene	Gene
ncbigene:83540	GO:0007059	participates	Gene	Biological Process
ncbigene:83540	GO:0051301	participates	Gene	Biological Process
ncbigene:8379	ncbigene:79682	interacts	Gene	Gene
ncbigene:8379	ncbigene:79902	interacts	Gene	Gene
ncbigene:8379	ncbigene:79980	interacts	Gene	Gene
ncbigene:8379	ncbigene:80152	interacts	Gene	Gene
ncbigene:8379	ncbigene:80776	interacts	Gene	Gene
ncbigene:8379	ncbigene:81565	interacts	Gene	Gene
ncbigene:8379	ncbigene:81930	interacts	Gene	Gene
ncbigene:8379	ncbigene:83540	interacts	Gene	Gene
ncbigene:8379	GO:0051301	participates	Gene	Biological Process
ncbigene:84643	ncbigene:79902	interacts	Gene	Gene
ncbigene:84643	ncbigene:79980	interacts	Gene	Gene
ncbigene:84643	ncbigene:80152	interacts	Gene	Gene
ncbigene:84643	ncbigene:80776	interacts	Gene	Gene
ncbigene:84643	ncbigene:81565	interacts	Gene	Gene
ncbigene:84643	ncbigene:81930	interacts	Gene	Gene
ncbigene:84643	ncbigene:83540	interacts	Gene	Gene
ncbigene:84643	ncbigene:8379	interacts	Gene	Gene
ncbigene:84643	GO:0051301	participates	Gene	Biological Process
ncbigene:8655	ncbigene:10728	interacts	Gene	Gene
ncbigene:8655	ncbigene:367	interacts	Gene	Gene
ncbigene:8655	ncbigene:5241	interacts	Gene	Gene
ncbigene:8655	ncbigene:8379	interacts	Gene	Gene
ncbigene:8655	ncbigene:84643	interacts	Gene	Gene
ncbigene:9183	ncbigene:80152	interacts	Gene	Gene
ncbigene:9183	ncbigene:80776	interacts	Gene	Gene
ncbigene:9183	ncbigene:81565	interacts	Gene	Gene
ncbigene:9183	ncbigene:81930	interacts	Gene	Gene
ncbigene:9183	ncbigene:83540	interacts	Gene	Gene
ncbigene:9183	ncbigene:8379	interacts	Gene	Gene
ncbigene:9183	ncbigene:84643	interacts	Gene	Gene
ncbigene:9183	ncbigene:8655	interacts	Gene	Gene
ncbigene:9183	GO:0051301	participates	Gene	Biological Process
ncbigene:9184	ncbigene:80776	interacts	Gene	Gene
ncbigene:9184	ncbigene:81565	interacts	Gene	Gene
ncbigene:9184	ncbigene:81930	interacts	Gene	Gene
ncbigene:9184	ncbigene:83540	interacts	Gene	Gene
ncbigene:9184	ncbigene:8379	interacts	Gene	Gene
ncbigene:9184	ncbigene:84643	interacts	Gene	Gene
ncbigene:9184	ncbigene:8655	interacts	Gene	Gene
ncbigene:9184	ncbigene:9183	interacts	Gene	Gene
ncbigene:9184	GO:0051301	participates	Gene	Biological Process
ncbigene:9212	ncbigene:81565	interacts	Gene	Gene
ncbigene:9212	ncbigene:81930	interacts	Gene	Gene
ncbigene:9212	ncbigene:83540	interacts	Gene	Gene
ncbigene:9212	ncbigene:8379	interacts	Gene	Gene
ncbigene:9212	ncbigene:84643	interacts	Gene	Gene
ncbigene:9212	ncbigene:8655	interacts	Gene	Gene
ncbigene:9212	ncbigene:9183	interacts	Gene	Gene
ncbigene:9212	ncbigene:9184	interacts	Gene	Gene
ncbigene:9212	GO:0008283	participates	Gene	Biological Process
ncbigene:9735	ncbigene:81930	interacts	Gene	Gene
ncbigene:9735	ncbigene:83540	interacts	Gene	Gene
ncbigene:9735	ncbigene:8379	interacts	Gene	Gene
ncbigene:9735	ncbigene:84643	interacts	Gene	Gene
ncbigene:9735	ncbigene:8655	interacts	Gene	Gene
ncbigene:9735	ncbigene:9183	interacts	Gene	Gene
ncbigene:9735	ncbigene:9184	interacts	Gene	Gene
ncbigene:9735	ncbigene:9212	interacts	Gene	Gene
ncbigene:9735	GO:0051301	participates	Gene	Biological Process
ncbigene:9793	ncbigene:83540	interacts	Gene	Gene
ncbigene:9793	ncbigene:8379	interacts	Gene	Gene
ncbigene:9793	ncbigene:84643	interacts	Gene	Gene
ncbigene:9793	ncbigene:8655	interacts	Gene	Gene
ncbigene:9793	ncbigene:9183	interacts	Gene	Gene
ncbigene:9793	ncbigene:9184	interacts	Gene	Gene
ncbigene:9793	ncbigene:9212	interacts	Gene	Gene
ncbigene:9793	ncbigene:9735	interacts	Gene	Gene
ncbigene:9793	GO:0051301	participates	Gene	Biological Process
ncbigene:991	ncbigene:8379	interacts	Gene	Gene
ncbigene:991	ncbigene:84643	interacts	Gene	Gene
ncbigene:991	ncbigene:8655	interacts	Gene	Gene
ncbigene:991	ncbigene:9183	interacts	Gene	Gene
ncbigene:991	ncbigene:9184	interacts	Gene	Gene
ncbigene:991	ncbigene:9212	interacts	Gene	Gene
ncbigene:991	ncbigene:9735	interacts	Gene	Gene
ncbigene:991	ncbigene:9793	interacts	Gene	Gene
ncbigene:991	GO:0030154	participates	Gene	Biological Process
ncbigene:991	GO:0051301	participates	Gene	Biological Process
ncbigene:5605	ncbigene:3845	interacts	Gene	Gene
ncbigene:5605	ncbigene:673	interacts	Gene	Gene
ncbigene:5605	ncbigene:4893	interacts	Gene	Gene
ncbigene:5605	ncbigene:3265	interacts	Gene	Gene
ncbigene:5605	ncbigene:7529	interacts	Gene	Gene
ncbigene:5605	ncbigene:369	interacts	Gene	Gene
ncbigene:5605	ncbigene:8844	interacts	Gene	Gene
ncbigene:572	ncbigene:54205	interacts	Gene	Gene
ncbigene:572	ncbigene:598	interacts	Gene	Gene
ncbigene:572	ncbigene:9131	interacts	Gene	Gene
ncbigene:572	GO:0043065	participates	Gene	Biological Process
ncbigene:10256	ncbigene:3845	interacts	Gene	Gene
ncbigene:10256	ncbigene:673	interacts	Gene	Gene
ncbigene:10256	ncbigene:4893	interacts	Gene	Gene
ncbigene:10256	ncbigene:3265	interacts	Gene	Gene
ncbigene:10256	ncbigene:7529	interacts	Gene	Gene
ncbigene:10256	ncbigene:369	interacts	Gene	Gene
ncbigene:10256	ncbigene:8844	interacts	Gene	Gene
ncbigene:10533	ncbigene:3845	interacts	Gene	Gene
ncbigene:10533	ncbigene:673	interacts	Gene	Gene
ncbigene:10533	ncbigene:4893	interacts	Gene	Gene
ncbigene:10533	ncbigene:3265	interacts	Gene	Gene
ncbigene:10533	ncbigene:7529	interacts	Gene	Gene
ncbigene:10533	ncbigene:369	interacts	Gene	Gene
ncbigene:10533	ncbigene:8844	interacts	Gene	Gene
ncbigene:10533	GO:0006914	participates	Gene	Biological Process
ncbigene:10533	GO:0043065	participates	Gene	Biological Process
ncbigene:10827	ncbigene:3845	interacts	Gene	Gene
ncbigene:10827	ncbigene:673	interacts	Gene	Gene
ncbigene:10827	ncbigene:4893	interacts	Gene	Gene
ncbigene:10827	ncbigene:3265	interacts	Gene	Gene
ncbigene:10827	ncbigene:7529	interacts	Gene	Gene
ncbigene:10827	ncbigene:369	interacts	Gene	Gene
ncbigene:10827	ncbigene:8844	interacts	Gene	Gene
ncbigene:11044	ncbigene:3845	interacts	Gene	Gene
ncbigene:11044	ncbigene:673	interacts	Gene	Gene
ncbigene:11044	ncbigene:4893	interacts	Gene	Gene
ncbigene:11044	ncbigene:3265	interacts	Gene	Gene
ncbigene:11044	ncbigene:7529	interacts	Gene	Gene
ncbigene:11044	ncbigene:369	interacts	Gene	Gene
ncbigene:11044	ncbigene:8844	interacts	Gene	Gene
ncbigene:11044	GO:0006397	participates	Gene	Biological Process
ncbigene:1185	ncbigene:3845	interacts	Gene	Gene
ncbigene:1185	ncbigene:673	interacts	Gene	Gene
ncbigene:1185	ncbigene:4893	interacts	Gene	Gene
ncbigene:1185	ncbigene:3265	interacts	Gene	Gene
ncbigene:1185	ncbigene:7529	interacts	Gene	Gene
ncbigene:1185	ncbigene:369	interacts	Gene	Gene
ncbigene:1185	ncbigene:8844	interacts	Gene	Gene
ncbigene:1185	GO:0007165	participates	Gene	Biological Process
ncbigene:2243	ncbigene:2162	interacts	Gene	Gene
ncbigene:2243	ncbigene:2165	interacts	Gene	Gene
ncbigene:2243	ncbigene:5624	interacts	Gene	Gene
ncbigene:2243	ncbigene:8844	interacts	Gene	Gene
ncbigene:2244	ncbigene:2162	interacts	Gene	Gene
ncbigene:2244	ncbigene:2165	interacts	Gene	Gene
ncbigene:2244	ncbigene:5624	interacts	Gene	Gene
ncbigene:2244	ncbigene:8844	interacts	Gene	Gene
ncbigene:2266	ncbigene:2162	interacts	Gene	Gene
ncbigene:2266	ncbigene:2165	interacts	Gene	Gene
ncbigene:2266	ncbigene:5624	interacts	Gene	Gene
ncbigene:2266	ncbigene:8844	interacts	Gene	Gene
ncbigene:22866	ncbigene:3845	interacts	Gene	Gene
ncbigene:22866	ncbigene:673	interacts	Gene	Gene
ncbigene:22866	ncbigene:4893	interacts	Gene	Gene
ncbigene:22866	ncbigene:3265	interacts	Gene	Gene
ncbigene:22866	ncbigene:7529	interacts	Gene	Gene
ncbigene:22866	ncbigene:369	interacts	Gene	Gene
ncbigene:22866	ncbigene:8844	interacts	Gene	Gene
ncbigene:22906	ncbigene:3845	interacts	Gene	Gene
ncbigene:22906	ncbigene:673	interacts	Gene	Gene
ncbigene:22906	ncbigene:4893	interacts	Gene	Gene
ncbigene:22906	ncbigene:3265	interacts	Gene	Gene
ncbigene:22906	ncbigene:7529	interacts	Gene	Gene
ncbigene:22906	ncbigene:369	interacts	Gene	Gene
ncbigene:22906	ncbigene:8844	interacts	Gene	Gene
ncbigene:22906	GO:0006605	participates	Gene	Biological Process
ncbigene:23164	ncbigene:3845	interacts	Gene	Gene
ncbigene:23164	ncbigene:673	interacts	Gene	Gene
ncbigene:23164	ncbigene:4893	interacts	Gene	Gene
ncbigene:23164	ncbigene:3265	interacts	Gene	Gene
ncbigene:23164	ncbigene:7529	interacts	Gene	Gene
ncbigene:23164	ncbigene:369	interacts	Gene	Gene
ncbigene:23164	ncbigene:8844	interacts	Gene	Gene
ncbigene:27044	ncbigene:3845	interacts	Gene	Gene
ncbigene:27044	ncbigene:673	interacts	Gene	Gene
ncbigene:27044	ncbigene:4893	interacts	Gene	Gene
ncbigene:27044	ncbigene:3265	interacts	Gene	Gene
ncbigene:27044	ncbigene:7529	interacts	Gene	Gene
ncbigene:27044	ncbigene:369	interacts	Gene	Gene
ncbigene:27044	ncbigene:8844	interacts	Gene	Gene
ncbigene:283455	ncbigene:3845	interacts	Gene	Gene
ncbigene:283455	ncbigene:673	interacts	Gene	Gene
ncbigene:283455	ncbigene:4893	interacts	Gene	Gene
ncbigene:283455	ncbigene:3265	interacts	Gene	Gene
ncbigene:283455	ncbigene:7529	interacts	Gene	Gene
ncbigene:283455	ncbigene:369	interacts	Gene	Gene
ncbigene:283455	ncbigene:8844	interacts	Gene	Gene
ncbigene:3674	ncbigene:596	interacts	Gene	Gene
ncbigene:3674	ncbigene:7529	interacts	Gene	Gene
ncbigene:3674	ncbigene:369	interacts	Gene	Gene
ncbigene:3674	ncbigene:8844	interacts	Gene	Gene
ncbigene:3690	ncbigene:3845	interacts	Gene	Gene
ncbigene:3690	ncbigene:673	interacts	Gene	Gene
ncbigene:3690	ncbigene:4893	interacts	Gene	Gene
ncbigene:3690	ncbigene:3265	interacts	Gene	Gene
ncbigene:3690	ncbigene:7529	interacts	Gene	Gene
ncbigene:3690	ncbigene:369	interacts	Gene	Gene
ncbigene:3690	ncbigene:8844	interacts	Gene	Gene
ncbigene:3690	GO:0007155	participates	Gene	Biological Process
ncbigene:3690	GO:0032880	participates	Gene	Biological Process
ncbigene:4000	ncbigene:3845	interacts	Gene	Gene
ncbigene:4000	ncbigene:673	interacts	Gene	Gene
ncbigene:4000	ncbigene:4893	interacts	Gene	Gene
ncbigene:4000	ncbigene:3265	interacts	Gene	Gene
ncbigene:4000	ncbigene:7529	interacts	Gene	Gene
ncbigene:4000	ncbigene:369	interacts	Gene	Gene
ncbigene:4000	ncbigene:8844	interacts	Gene	Gene
ncbigene:408	ncbigene:369	interacts	Gene	Gene
ncbigene:408	ncbigene:8844	interacts	Gene	Gene
ncbigene:408	GO:0007165	participates	Gene	Biological Process
ncbigene:409	ncbigene:2767	interacts	Gene	Gene
ncbigene:54518	ncbigene:3845	interacts	Gene	Gene
ncbigene:54518	ncbigene:673	interacts	Gene	Gene
ncbigene:54518	ncbigene:4893	interacts	Gene	Gene
ncbigene:54518	ncbigene:3265	interacts	Gene	Gene
ncbigene:54518	ncbigene:7529	interacts	Gene	Gene
ncbigene:54518	ncbigene:369	interacts	Gene	Gene
ncbigene:54518	ncbigene:8844	interacts	Gene	Gene
ncbigene:54518	GO:0007165	participates	Gene	Biological Process
ncbigene:54845	ncbigene:3845	interacts	Gene	Gene
ncbigene:54845	ncbigene:673	interacts	Gene	Gene
ncbigene:54845	ncbigene:4893	interacts	Gene	Gene
ncbigene:54845	ncbigene:3265	interacts	Gene	Gene
ncbigene:54845	ncbigene:7529	interacts	Gene	Gene
ncbigene:54845	ncbigene:369	interacts	Gene	Gene
ncbigene:54845	ncbigene:8844	interacts	Gene	Gene
ncbigene:54845	GO:0006397	participates	Gene	Biological Process
ncbigene:55109	ncbigene:3845	interacts	Gene	Gene
ncbigene:55109	ncbigene:673	interacts	Gene	Gene
ncbigene:55109	ncbigene:4893	interacts	Gene	Gene
ncbigene:55109	ncbigene:3265	interacts	Gene	Gene
ncbigene:55109	ncbigene:7529	interacts	Gene	Gene
ncbigene:55109	ncbigene:369	interacts	Gene	Gene
ncbigene:55109	ncbigene:8844	interacts	Gene	Gene
ncbigene:55109	GO:0007155	participates	Gene	Biological Process
ncbigene:55750	ncbigene:3845	interacts	Gene	Gene
ncbigene:55750	ncbigene:673	interacts	Gene	Gene
ncbigene:55750	ncbigene:4893	interacts	Gene	Gene
ncbigene:55750	ncbigene:3265	interacts	Gene	Gene
ncbigene:55750	ncbigene:7529	interacts	Gene	Gene
ncbigene:55750	ncbigene:369	interacts	Gene	Gene
ncbigene:55750	ncbigene:8844	interacts	Gene	Gene
ncbigene:5594	GO:0007049	participates	Gene	Biological Process
ncbigene:5594	GO:0007165	participates	Gene	Biological Process
