source	source_node_type	target	target_node_type	edge_type
ncbigene:5905	Gene	ncbigene:81565	Gene	interacts
ncbigene:5905	Gene	ncbigene:81930	Gene	interacts
ncbigene:5905	Gene	ncbigene:83540	Gene	interacts
ncbigene:5905	Gene	ncbigene:8379	Gene	interacts
ncbigene:5905	Gene	ncbigene:84643	Gene	interacts
ncbigene:5905	Gene	ncbigene:8655	Gene	interacts
ncbigene:5905	Gene	ncbigene:9183	Gene	interacts
ncbigene:5905	Gene	ncbigene:9184	Gene	interacts
ncbigene:5905	Gene	ncbigene:9212	Gene	interacts
ncbigene:5905	Gene	ncbigene:9735	Gene	interacts
ncbigene:5905	Gene	ncbigene:9793	Gene	interacts
ncbigene:5905	Gene	ncbigene:991	Gene	interacts
ncbigene:6249	Gene	ncbigene:100526739	Gene	interacts
ncbigene:6249	Gene	ncbigene:10403	Gene	interacts
ncbigene:6249	Gene	ncbigene:1058	Gene	interacts
ncbigene:6249	Gene	ncbigene:1060	Gene	interacts
ncbigene:6249	Gene	ncbigene:1062	Gene	interacts
ncbigene:6249	Gene	ncbigene:1063	Gene	interacts
ncbigene:6249	Gene	ncbigene:10726	Gene	interacts
ncbigene:6249	Gene	ncbigene:11004	Gene	interacts
ncbigene:6249	Gene	ncbigene:11130	Gene	interacts
ncbigene:6249	Gene	ncbigene:140735	Gene	interacts
ncbigene:6249	Gene	ncbigene:147841	Gene	interacts
ncbigene:6249	Gene	ncbigene:151246	Gene	interacts
ncbigene:6249	Gene	ncbigene:151648	Gene	interacts
ncbigene:6249	Gene	ncbigene:1778	Gene	interacts
ncbigene:6249	Gene	ncbigene:1780	Gene	interacts
ncbigene:6249	Gene	ncbigene:1781	Gene	interacts
ncbigene:6249	Gene	ncbigene:1783	Gene	interacts
ncbigene:6249	Gene	ncbigene:220134	Gene	interacts
ncbigene:6249	Gene	ncbigene:22919	Gene	interacts
ncbigene:6249	Gene	ncbigene:23122	Gene	interacts
ncbigene:6249	Gene	ncbigene:23279	Gene	interacts
ncbigene:6249	Gene	ncbigene:23332	Gene	interacts
ncbigene:6249	Gene	ncbigene:23421	Gene	interacts
ncbigene:6249	Gene	ncbigene:2491	Gene	interacts
ncbigene:6249	Gene	ncbigene:25909	Gene	interacts
ncbigene:6249	Gene	ncbigene:25936	Gene	interacts
ncbigene:6249	Gene	ncbigene:332	Gene	interacts
ncbigene:6249	Gene	ncbigene:348235	Gene	interacts
ncbigene:6249	Gene	ncbigene:348995	Gene	interacts
ncbigene:6249	Gene	ncbigene:3619	Gene	interacts
ncbigene:6249	Gene	ncbigene:378708	Gene	interacts
ncbigene:6249	Gene	ncbigene:3796	Gene	interacts
ncbigene:6249	Gene	ncbigene:401541	Gene	interacts
ncbigene:6249	Gene	ncbigene:4085	Gene	interacts
ncbigene:6249	Gene	ncbigene:5048	Gene	interacts
ncbigene:6249	Gene	ncbigene:51143	Gene	interacts
ncbigene:6249	Gene	ncbigene:5347	Gene	interacts
ncbigene:6249	Gene	ncbigene:54820	Gene	interacts
ncbigene:6249	Gene	ncbigene:54821	Gene	interacts
ncbigene:6249	Gene	ncbigene:54908	Gene	interacts
ncbigene:6249	Gene	ncbigene:5501	Gene	interacts
ncbigene:6249	Gene	ncbigene:55055	Gene	interacts
ncbigene:6249	Gene	ncbigene:55143	Gene	interacts
ncbigene:6249	Gene	ncbigene:5515	Gene	interacts
ncbigene:6249	Gene	ncbigene:5516	Gene	interacts
ncbigene:6249	Gene	ncbigene:55166	Gene	interacts
ncbigene:6249	Gene	ncbigene:5518	Gene	interacts
ncbigene:6249	Gene	ncbigene:5519	Gene	interacts
ncbigene:6249	Gene	ncbigene:5525	Gene	interacts
ncbigene:6249	Gene	ncbigene:5526	Gene	interacts
ncbigene:6249	Gene	ncbigene:5527	Gene	interacts
ncbigene:6249	Gene	ncbigene:5528	Gene	interacts
ncbigene:6249	Gene	ncbigene:5529	Gene	interacts
ncbigene:6249	Gene	ncbigene:55746	Gene	interacts
ncbigene:6249	Gene	ncbigene:55839	Gene	interacts
ncbigene:6249	Gene	ncbigene:55920	Gene	interacts
ncbigene:6249	Gene	ncbigene:57082	Gene	interacts
ncbigene:6249	Gene	ncbigene:57122	Gene	interacts
ncbigene:6249	Gene	ncbigene:57405	Gene	interacts
ncbigene:6249	Gene	ncbigene:57551	Gene	interacts
ncbigene:6249	Gene	ncbigene:5903	Gene	interacts
ncbigene:6249	Gene	ncbigene:5905	Gene	interacts
ncbigene:6249	Gene	ncbigene:6232	Gene	interacts
ncbigene:6249	Gene	ncbigene:6396	Gene	interacts
ncbigene:6249	Gene	ncbigene:64105	Gene	interacts
ncbigene:6249	Gene	ncbigene:64946	Gene	interacts
ncbigene:6249	Gene	ncbigene:699	Gene	interacts
ncbigene:6249	Gene	ncbigene:701	Gene	interacts
ncbigene:6249	Gene	ncbigene:7514	Gene	interacts
ncbigene:6249	Gene	ncbigene:79003	Gene	interacts
ncbigene:6249	Gene	ncbigene:79019	Gene	interacts
ncbigene:6249	Gene	ncbigene:79023	Gene	interacts
ncbigene:6249	Gene	ncbigene:79172	Gene	interacts
ncbigene:6249	Gene	ncbigene:79682	Gene	interacts
ncbigene:6249	Gene	ncbigene:79902	Gene	interacts
ncbigene:6249	Gene	ncbigene:79980	Gene	interacts
ncbigene:6249	Gene	ncbigene:80152	Gene	interacts
ncbigene:6249	Gene	ncbigene:80776	Gene	interacts
ncbigene:6249	Gene	ncbigene:81565	Gene	interacts
ncbigene:6249	Gene	ncbigene:81930	Gene	interacts
ncbigene:6249	Gene	ncbigene:83540	Gene	interacts
ncbigene:6249	Gene	ncbigene:8379	Gene	interacts
ncbigene:6249	Gene	ncbigene:84643	Gene	interacts
ncbigene:6249	Gene	ncbigene:8655	Gene	interacts
ncbigene:6249	Gene	ncbigene:9183	Gene	interacts
ncbigene:6249	Gene	ncbigene:9184	Gene	interacts
ncbigene:6249	Gene	ncbigene:9212	Gene	interacts
ncbigene:6249	Gene	ncbigene:9735	Gene	interacts
ncbigene:6249	Gene	ncbigene:9793	Gene	interacts
ncbigene:6249	Gene	ncbigene:991	Gene	interacts
ncbigene:6396	Gene	ncbigene:100526739	Gene	interacts
ncbigene:6396	Gene	ncbigene:10403	Gene	interacts
ncbigene:6396	Gene	ncbigene:1058	Gene	interacts
ncbigene:6396	Gene	ncbigene:1060	Gene	interacts
ncbigene:6396	Gene	ncbigene:1062	Gene	interacts
ncbigene:6396	Gene	ncbigene:1063	Gene	interacts
ncbigene:6396	Gene	ncbigene:10726	Gene	interacts
ncbigene:6396	Gene	ncbigene:11004	Gene	interacts
ncbigene:6396	Gene	ncbigene:11130	Gene	interacts
ncbigene:6396	Gene	ncbigene:140735	Gene	interacts
ncbigene:6396	Gene	ncbigene:147841	Gene	interacts
ncbigene:6396	Gene	ncbigene:151246	Gene	interacts
ncbigene:6396	Gene	ncbigene:151648	Gene	interacts
ncbigene:6396	Gene	ncbigene:1778	Gene	interacts
ncbigene:6396	Gene	ncbigene:1780	Gene	interacts
ncbigene:6396	Gene	ncbigene:1781	Gene	interacts
ncbigene:6396	Gene	ncbigene:1783	Gene	interacts
ncbigene:6396	Gene	ncbigene:220134	Gene	interacts
ncbigene:6396	Gene	ncbigene:22919	Gene	interacts
ncbigene:6396	Gene	ncbigene:23122	Gene	interacts
ncbigene:6396	Gene	ncbigene:23279	Gene	interacts
ncbigene:6396	Gene	ncbigene:23332	Gene	interacts
ncbigene:6396	Gene	ncbigene:23421	Gene	interacts
ncbigene:6396	Gene	ncbigene:2491	Gene	interacts
ncbigene:6396	Gene	ncbigene:25909	Gene	interacts
ncbigene:6396	Gene	ncbigene:25936	Gene	interacts
ncbigene:6396	Gene	ncbigene:332	Gene	interacts
ncbigene:6396	Gene	ncbigene:348235	Gene	interacts
ncbigene:6396	Gene	ncbigene:348995	Gene	interacts
ncbigene:6396	Gene	ncbigene:3619	Gene	interacts
ncbigene:6396	Gene	ncbigene:378708	Gene	interacts
ncbigene:6396	Gene	ncbigene:3796	Gene	interacts
ncbigene:6396	Gene	ncbigene:401541	Gene	interacts
ncbigene:6396	Gene	ncbigene:4085	Gene	interacts
ncbigene:6396	Gene	ncbigene:5048	Gene	interacts
ncbigene:6396	Gene	ncbigene:51143	Gene	interacts
ncbigene:6396	Gene	ncbigene:5347	Gene	interacts
ncbigene:6396	Gene	ncbigene:54820	Gene	interacts
ncbigene:6396	Gene	ncbigene:54821	Gene	interacts
ncbigene:6396	Gene	ncbigene:54908	Gene	interacts
ncbigene:6396	Gene	ncbigene:5501	Gene	interacts
ncbigene:6396	Gene	ncbigene:55055	Gene	interacts
ncbigene:6396	Gene	ncbigene:55143	Gene	interacts
ncbigene:6396	Gene	ncbigene:5515	Gene	interacts
ncbigene:6396	Gene	ncbigene:5516	Gene	interacts
ncbigene:6396	Gene	ncbigene:55166	Gene	interacts
ncbigene:6396	Gene	ncbigene:5518	Gene	interacts
ncbigene:6396	Gene	ncbigene:5519	Gene	interacts
ncbigene:6396	Gene	ncbigene:5525	Gene	interacts
ncbigene:6396	Gene	ncbigene:5526	Gene	interacts
ncbigene:6396	Gene	ncbigene:5527	Gene	interacts
ncbigene:6396	Gene	ncbigene:5528	Gene	interacts
ncbigene:6396	Gene	ncbigene:5529	Gene	interacts
ncbigene:6396	Gene	ncbigene:55746	Gene	interacts
ncbigene:6396	Gene	ncbigene:55839	Gene	interacts
ncbigene:6396	Gene	ncbigene:55920	Gene	interacts
ncbigene:6396	Gene	ncbigene:57082	Gene	interacts
ncbigene:6396	Gene	ncbigene:57122	Gene	interacts
ncbigene:6396	Gene	ncbigene:57405	Gene	interacts
ncbigene:6396	Gene	ncbigene:57551	Gene	interacts
ncbigene:6396	Gene	ncbigene:5903	Gene	interacts
ncbigene:6396	Gene	ncbigene:5905	Gene	interacts
ncbigene:6396	Gene	ncbigene:6232	Gene	interacts
ncbigene:6396	Gene	ncbigene:6249	Gene	interacts
ncbigene:6396	Gene	ncbigene:64105	Gene	interacts
ncbigene:6396	Gene	ncbigene:64946	Gene	interacts
ncbigene:6396	Gene	ncbigene:699	Gene	interacts
ncbigene:6396	Gene	ncbigene:701	Gene	interacts
ncbigene:6396	Gene	ncbigene:7514	Gene	interacts
ncbigene:6396	Gene	ncbigene:79003	Gene	interacts
ncbigene:6396	Gene	ncbigene:79019	Gene	interacts
ncbigene:6396	Gene	ncbigene:79023	Gene	interacts
ncbigene:6396	Gene	ncbigene:79172	Gene	interacts
ncbigene:6396	Gene	ncbigene:79682	Gene	interacts
ncbigene:6396	Gene	ncbigene:79902	Gene	interacts
ncbigene:6396	Gene	ncbigene:79980	Gene	interacts
ncbigene:6396	Gene	ncbigene:80152	Gene	interacts
ncbigene:6396	Gene	ncbigene:80776	Gene	interacts
ncbigene:6396	Gene	ncbigene:81565	Gene	interacts
ncbigene:6396	Gene	ncbigene:81930	Gene	interacts
ncbigene:6396	Gene	ncbigene:83540	Gene	interacts
ncbigene:6396	Gene	ncbigene:8379	Gene	interacts
ncbigene:6396	Gene	ncbigene:84643	Gene	interacts
ncbigene:6396	Gene	ncbigene:8655	Gene	interacts
ncbigene:6396	Gene	ncbigene:9183	Gene	interacts
ncbigene:6396	Gene	ncbigene:9184	Gene	interacts
ncbigene:6396	Gene	ncbigene:9212	Gene	interacts
ncbigene:6396	Gene	ncbigene:9735	Gene	interacts
ncbigene:6396	Gene	ncbigene:9793	Gene	interacts
ncbigene:6396	Gene	ncbigene:991	Gene	interacts
ncbigene:64105	Gene	ncbigene:100526739	Gene	interacts
ncbigene:64105	Gene	ncbigene:10403	Gene	interacts
ncbigene:64105	Gene	ncbigene:1058	Gene	interacts
ncbigene:64105	Gene	ncbigene:1060	Gene	interacts
ncbigene:64105	Gene	ncbigene:1062	Gene	interacts
ncbigene:64105	Gene	ncbigene:1063	Gene	interacts
ncbigene:64105	Gene	ncbigene:10726	Gene	interacts
ncbigene:64105	Gene	ncbigene:11004	Gene	interacts
ncbigene:64105	Gene	ncbigene:11130	Gene	interacts
ncbigene:64105	Gene	ncbigene:140735	Gene	interacts
ncbigene:64105	Gene	ncbigene:147841	Gene	interacts
ncbigene:64105	Gene	ncbigene:151246	Gene	interacts
ncbigene:64105	Gene	ncbigene:151648	Gene	interacts
ncbigene:64105	Gene	ncbigene:1778	Gene	interacts
ncbigene:64105	Gene	ncbigene:1780	Gene	interacts
ncbigene:64105	Gene	ncbigene:1781	Gene	interacts
ncbigene:64105	Gene	ncbigene:1783	Gene	interacts
ncbigene:64105	Gene	ncbigene:220134	Gene	interacts
ncbigene:64105	Gene	ncbigene:22919	Gene	interacts
ncbigene:64105	Gene	ncbigene:23122	Gene	interacts
ncbigene:64105	Gene	ncbigene:23279	Gene	interacts
ncbigene:64105	Gene	ncbigene:23332	Gene	interacts
ncbigene:64105	Gene	ncbigene:23421	Gene	interacts
ncbigene:64105	Gene	ncbigene:2491	Gene	interacts
ncbigene:64105	Gene	ncbigene:25909	Gene	interacts
ncbigene:64105	Gene	ncbigene:25936	Gene	interacts
ncbigene:64105	Gene	ncbigene:332	Gene	interacts
ncbigene:64105	Gene	ncbigene:348235	Gene	interacts
ncbigene:64105	Gene	ncbigene:348995	Gene	interacts
ncbigene:64105	Gene	ncbigene:3619	Gene	interacts
ncbigene:64105	Gene	ncbigene:378708	Gene	interacts
ncbigene:64105	Gene	ncbigene:3796	Gene	interacts
ncbigene:64105	Gene	ncbigene:401541	Gene	interacts
ncbigene:64105	Gene	ncbigene:4085	Gene	interacts
ncbigene:64105	Gene	ncbigene:5048	Gene	interacts
ncbigene:64105	Gene	ncbigene:51143	Gene	interacts
ncbigene:64105	Gene	ncbigene:5347	Gene	interacts
ncbigene:64105	Gene	ncbigene:54820	Gene	interacts
ncbigene:64105	Gene	ncbigene:54821	Gene	interacts
ncbigene:64105	Gene	ncbigene:54908	Gene	interacts
ncbigene:64105	Gene	ncbigene:5501	Gene	interacts
ncbigene:64105	Gene	ncbigene:55055	Gene	interacts
ncbigene:64105	Gene	ncbigene:55143	Gene	interacts
ncbigene:64105	Gene	ncbigene:5515	Gene	interacts
ncbigene:64105	Gene	ncbigene:5516	Gene	interacts
ncbigene:64105	Gene	ncbigene:55166	Gene	interacts
ncbigene:64105	Gene	ncbigene:5518	Gene	interacts
ncbigene:64105	Gene	ncbigene:5519	Gene	interacts
ncbigene:64105	Gene	ncbigene:5525	Gene	interacts
ncbigene:64105	Gene	ncbigene:5526	Gene	interacts
ncbigene:64105	Gene	ncbigene:5527	Gene	interacts
ncbigene:64105	Gene	ncbigene:5528	Gene	interacts
ncbigene:64105	Gene	ncbigene:5529	Gene	interacts
ncbigene:64105	Gene	ncbigene:55746	Gene	interacts
ncbigene:64105	Gene	ncbigene:55839	Gene	interacts
ncbigene:64105	Gene	ncbigene:55920	Gene	interacts
ncbigene:64105	Gene	ncbigene:57082	Gene	interacts
ncbigene:64105	Gene	ncbigene:57122	Gene	interacts
ncbigene:64105	Gene	ncbigene:57405	Gene	interacts
ncbigene:64105	Gene	ncbigene:57551	Gene	interacts
ncbigene:64105	Gene	ncbigene:5903	Gene	interacts
ncbigene:64105	Gene	ncbigene:5905	Gene	interacts
ncbigene:64105	Gene	ncbigene:6232	Gene	interacts
ncbigene:64105	Gene	ncbigene:6249	Gene	interacts
ncbigene:64105	Gene	ncbigene:6396	Gene	interacts
ncbigene:64105	Gene	ncbigene:64946	Gene	interacts
ncbigene:64105	Gene	ncbigene:699	Gene	interacts
ncbigene:64105	Gene	ncbigene:701	Gene	interacts
ncbigene:64105	Gene	ncbigene:7514	Gene	interacts
ncbigene:64105	Gene	ncbigene:79003	Gene	interacts
ncbigene:64105	Gene	ncbigene:79019	Gene	interacts
ncbigene:64105	Gene	ncbigene:79023	Gene	interacts
ncbigene:64105	Gene	ncbigene:79172	Gene	interacts
ncbigene:64105	Gene	ncbigene:79682	Gene	interacts
ncbigene:64105	Gene	ncbigene:79902	Gene	interacts
ncbigene:64105	Gene	ncbigene:79980	Gene	interacts
ncbigene:64105	Gene	ncbigene:80152	Gene	interacts
ncbigene:64105	Gene	ncbigene:80776	Gene	interacts
ncbigene:64105	Gene	ncbigene:81565	Gene	interacts
ncbigene:64105	Gene	ncbigene:81930	Gene	interacts
ncbigene:64105	Gene	ncbigene:83540	Gene	interacts
ncbigene:64105	Gene	ncbigene:8379	Gene	interacts
ncbigene:64105	Gene	ncbigene:84643	Gene	interacts
ncbigene:64105	Gene	ncbigene:8655	Gene	interacts
ncbigene:64105	Gene	ncbigene:9183	Gene	interacts
ncbigene:64105	Gene	ncbigene:9184	Gene	interacts
ncbigene:64105	Gene	ncbigene:9212	Gene	interacts
ncbigene:64105	Gene	ncbigene:9735	Gene	interacts
ncbigene:64105	Gene	ncbigene:9793	Gene	interacts
ncbigene:64105	Gene	ncbigene:991	Gene	interacts
ncbigene:64946	Gene	ncbigene:100526739	Gene	interacts
ncbigene:64946	Gene	ncbigene:10403	Gene	interacts
ncbigene:64946	Gene	ncbigene:1058	Gene	interacts
ncbigene:64946	Gene	ncbigene:1060	Gene	interacts
ncbigene:64946	Gene	ncbigene:1062	Gene	interacts
ncbigene:64946	Gene	ncbigene:1063	Gene	interacts
ncbigene:64946	Gene	ncbigene:10726	Gene	interacts
ncbigene:64946	Gene	ncbigene:11004	Gene	interacts
ncbigene:64946	Gene	ncbigene:11130	Gene	interacts
ncbigene:64946	Gene	ncbigene:140735	Gene	interacts
ncbigene:64946	Gene	ncbigene:147841	Gene	interacts
ncbigene:64946	Gene	ncbigene:151246	Gene	interacts
ncbigene:64946	Gene	ncbigene:151648	Gene	interacts
ncbigene:64946	Gene	ncbigene:1778	Gene	interacts
ncbigene:64946	Gene	ncbigene:1780	Gene	interacts
ncbigene:64946	Gene	ncbigene:1781	Gene	interacts
ncbigene:64946	Gene	ncbigene:1783	Gene	interacts
ncbigene:64946	Gene	ncbigene:220134	Gene	interacts
ncbigene:64946	Gene	ncbigene:22919	Gene	interacts
ncbigene:64946	Gene	ncbigene:23122	Gene	interacts
ncbigene:64946	Gene	ncbigene:23279	Gene	interacts
ncbigene:64946	Gene	ncbigene:23332	Gene	interacts
ncbigene:64946	Gene	ncbigene:23421	Gene	interacts
ncbigene:64946	Gene	ncbigene:2491	Gene	interacts
ncbigene:64946	Gene	ncbigene:25909	Gene	interacts
ncbigene:64946	Gene	ncbigene:25936	Gene	interacts
ncbigene:64946	Gene	ncbigene:332	Gene	interacts
ncbigene:64946	Gene	ncbigene:348235	Gene	interacts
ncbigene:64946	Gene	ncbigene:348995	Gene	interacts
ncbigene:64946	Gene	ncbigene:3619	Gene	interacts
ncbigene:64946	Gene	ncbigene:378708	Gene	interacts
ncbigene:64946	Gene	ncbigene:3796	Gene	interacts
ncbigene:64946	Gene	ncbigene:401541	Gene	interacts
ncbigene:64946	Gene	ncbigene:4085	Gene	interacts
ncbigene:64946	Gene	ncbigene:5048	Gene	interacts
ncbigene:64946	Gene	ncbigene:51143	Gene	interacts
ncbigene:64946	Gene	ncbigene:5347	Gene	interacts
ncbigene:64946	Gene	ncbigene:54820	Gene	interacts
ncbigene:64946	Gene	ncbigene:54821	Gene	interacts
ncbigene:64946	Gene	ncbigene:54908	Gene	interacts
ncbigene:64946	Gene	ncbigene:5501	Gene	interacts
ncbigene:64946	Gene	ncbigene:55055	Gene	interacts
ncbigene:64946	Gene	ncbigene:55143	Gene	interacts
ncbigene:64946	Gene	ncbigene:5515	Gene	interacts
ncbigene:64946	Gene	ncbigene:5516	Gene	interacts
ncbigene:64946	Gene	ncbigene:55166	Gene	interacts
ncbigene:64946	Gene	ncbigene:5518	Gene	interacts
ncbigene:64946	Gene	ncbigene:5519	Gene	interacts
ncbigene:64946	Gene	ncbigene:5525	Gene	interacts
ncbigene:64946	Gene	ncbigene:5526	Gene	interacts
ncbigene:64946	Gene	ncbigene:5527	Gene	interacts
ncbigene:64946	Gene	ncbigene:5528	Gene	interacts
ncbigene:64946	Gene	ncbigene:5529	Gene	interacts
ncbigene:64946	Gene	ncbigene:55746	Gene	interacts
ncbigene:64946	Gene	ncbigene:55839	Gene	interacts
ncbigene:64946	Gene	ncbigene:55920	Gene	interacts
ncbigene:64946	Gene	ncbigene:57082	Gene	interacts
ncbigene:64946	Gene	ncbigene:57122	Gene	interacts
ncbigene:64946	Gene	ncbigene:57405	Gene	interacts
ncbigene:64946	Gene	ncbigene:57551	Gene	interacts
ncbigene:64946	Gene	ncbigene:5903	Gene	interacts
ncbigene:64946	Gene	ncbigene:5905	Gene	interacts
ncbigene:64946	Gene	ncbigene:6232	Gene	interacts
ncbigene:64946	Gene	ncbigene:6249	Gene	interacts
ncbigene:64946	Gene	ncbigene:6396	Gene	interacts
ncbigene:64946	Gene	ncbigene:64105	Gene	interacts
ncbigene:64946	Gene	ncbigene:699	Gene	interacts
ncbigene:64946	Gene	ncbigene:701	Gene	interacts
ncbigene:64946	Gene	ncbigene:7514	Gene	interacts
ncbigene:64946	Gene	ncbigene:79003	Gene	interacts
ncbigene:64946	Gene	ncbigene:79019	Gene	interacts
ncbigene:64946	Gene	ncbigene:79023	Gene	interacts
ncbigene:64946	Gene	ncbigene:79172	Gene	interacts
ncbigene:64946	Gene	ncbigene:79682	Gene	interacts
ncbigene:64946	Gene	ncbigene:79902	Gene	interacts
ncbigene:64946	Gene	ncbigene:79980	Gene	interacts
ncbigene:64946	Gene	ncbigene:80152	Gene	interacts
ncbigene:64946	Gene	ncbigene:80776	Gene	interacts
ncbigene:64946	Gene	ncbigene:81565	Gene	interacts
ncbigene:64946	Gene	ncbigene:81930	Gene	interacts
ncbigene:64946	Gene	ncbigene:83540	Gene	interacts
ncbigene:64946	Gene	ncbigene:8379	Gene	interacts
ncbigene:64946	Gene	ncbigene:84643	Gene	interacts
ncbigene:64946	Gene	ncbigene:8655	Gene	interacts
ncbigene:64946	Gene	ncbigene:9183	Gene	interacts
ncbigene:64946	Gene	ncbigene:9184	Gene	interacts
ncbigene:64946	Gene	ncbigene:9212	Gene	interacts
ncbigene:64946	Gene	ncbigene:9735	Gene	interacts
ncbigene:64946	Gene	ncbigene:9793	Gene	interacts
ncbigene:64946	Gene	ncbigene:991	Gene	interacts
ncbigene:79003	Gene	ncbigene:100526739	Gene	interacts
ncbigene:79003	Gene	ncbigene:10403	Gene	interacts
ncbigene:79003	Gene	ncbigene:1058	Gene	interacts
ncbigene:79003	Gene	ncbigene:1060	Gene	interacts
ncbigene:79003	Gene	ncbigene:1062	Gene	interacts
ncbigene:79003	Gene	ncbigene:1063	Gene	interacts
ncbigene:79003	Gene	ncbigene:10726	Gene	interacts
ncbigene:79003	Gene	ncbigene:11004	Gene	interacts
ncbigene:79003	Gene	ncbigene:11130	Gene	interacts
ncbigene:79003	Gene	ncbigene:140735	Gene	interacts
ncbigene:79003	Gene	ncbigene:147841	Gene	interacts
ncbigene:79003	Gene	ncbigene:151246	Gene	interacts
ncbigene:79003	Gene	ncbigene:151648	Gene	interacts
ncbigene:79003	Gene	ncbigene:1778	Gene	interacts
ncbigene:79003	Gene	ncbigene:1780	Gene	interacts
ncbigene:79003	Gene	ncbigene:1781	Gene	interacts
ncbigene:79003	Gene	ncbigene:1783	Gene	interacts
ncbigene:79003	Gene	ncbigene:220134	Gene	interacts
ncbigene:79003	Gene	ncbigene:22919	Gene	interacts
ncbigene:79003	Gene	ncbigene:23122	Gene	interacts
ncbigene:79003	Gene	ncbigene:23279	Gene	interacts
ncbigene:79003	Gene	ncbigene:23332	Gene	interacts
ncbigene:79003	Gene	ncbigene:23421	Gene	interacts
ncbigene:79003	Gene	ncbigene:2491	Gene	interacts
ncbigene:79003	Gene	ncbigene:25909	Gene	interacts
ncbigene:79003	Gene	ncbigene:25936	Gene	interacts
ncbigene:79003	Gene	ncbigene:332	Gene	interacts
ncbigene:79003	Gene	ncbigene:348235	Gene	interacts
ncbigene:79003	Gene	ncbigene:348995	Gene	interacts
ncbigene:79003	Gene	ncbigene:3619	Gene	interacts
ncbigene:79003	Gene	ncbigene:378708	Gene	interacts
ncbigene:79003	Gene	ncbigene:3796	Gene	interacts
ncbigene:79003	Gene	ncbigene:401541	Gene	interacts
ncbigene:79003	Gene	ncbigene:4085	Gene	interacts
ncbigene:79003	Gene	ncbigene:5048	Gene	interacts
ncbigene:79003	Gene	ncbigene:51143	Gene	interacts
ncbigene:79003	Gene	ncbigene:5347	Gene	interacts
ncbigene:79003	Gene	ncbigene:54820	Gene	interacts
ncbigene:79003	Gene	ncbigene:54821	Gene	interacts
ncbigene:79003	Gene	ncbigene:54908	Gene	interacts
ncbigene:79003	Gene	ncbigene:5501	Gene	interacts
ncbigene:79003	Gene	ncbigene:55055	Gene	interacts
ncbigene:79003	Gene	ncbigene:55143	Gene	interacts
ncbigene:79003	Gene	ncbigene:5515	Gene	interacts
ncbigene:79003	Gene	ncbigene:5516	Gene	interacts
ncbigene:79003	Gene	ncbigene:55166	Gene	interacts
ncbigene:79003	Gene	ncbigene:5518	Gene	interacts
ncbigene:79003	Gene	ncbigene:5519	Gene	interacts
ncbigene:79003	Gene	ncbigene:5525	Gene	interacts
ncbigene:79003	Gene	ncbigene:5526	Gene	interacts
ncbigene:79003	Gene	ncbigene:5527	Gene	interacts
ncbigene:79003	Gene	ncbigene:5528	Gene	interacts
ncbigene:79003	Gene	ncbigene:5529	Gene	interacts
ncbigene:79003	Gene	ncbigene:55746	Gene	interacts
ncbigene:79003	Gene	ncbigene:55839	Gene	interacts
ncbigene:79003	Gene	ncbigene:55920	Gene	interacts
ncbigene:79003	Gene	ncbigene:57082	Gene	interacts
ncbigene:79003	Gene	ncbigene:57122	Gene	interacts
ncbigene:79003	Gene	ncbigene:57405	Gene	interacts
ncbigene:79003	Gene	ncbigene:57551	Gene	interacts
ncbigene:79003	Gene	ncbigene:5903	Gene	interacts
ncbigene:79003	Gene	ncbigene:5905	Gene	interacts
ncbigene:79003	Gene	ncbigene:6232	Gene	interacts
ncbigene:79003	Gene	ncbigene:6249	Gene	interacts
ncbigene:79003	Gene	ncbigene:6396	Gene	interacts
ncbigene:79003	Gene	ncbigene:64105	Gene	interacts
ncbigene:79003	Gene	ncbigene:64946	Gene	interacts
ncbigene:79003	Gene	ncbigene:699	Gene	interacts
ncbigene:79003	Gene	ncbigene:701	Gene	interacts
ncbigene:79003	Gene	ncbigene:7514	Gene	interacts
ncbigene:79003	Gene	ncbigene:79019	Gene	interacts
ncbigene:79003	Gene	ncbigene:79023	Gene	interacts
ncbigene:79003	Gene	ncbigene:79172	Gene	interacts
ncbigene:79003	Gene	ncbigene:79682	Gene	interacts
ncbigene:79003	Gene	ncbigene:79902	Gene	interacts
ncbigene:79003	Gene	ncbigene:79980	Gene	interacts
ncbigene:79003	Gene	ncbigene:80152	Gene	interacts
ncbigene:79003	Gene	ncbigene:80776	Gene	interacts
ncbigene:79003	Gene	ncbigene:81565	Gene	interacts
ncbigene:79003	Gene	ncbigene:81930	Gene	interacts
ncbigene:79003	Gene	ncbigene:83540	Gene	interacts
ncbigene:79003	Gene	ncbigene:8379	Gene	interacts
ncbigene:79003	Gene	ncbigene:84643	Gene	interacts
ncbigene:79003	Gene	ncbigene:8655	Gene	interacts
ncbigene:79003	Gene	ncbigene:9183	Gene	interacts
ncbigene:79003	Gene	ncbigene:9184	Gene	interacts
ncbigene:79003	Gene	ncbigene:9212	Gene	interacts
ncbigene:79003	Gene	ncbigene:9735	Gene	interacts
ncbigene:79003	Gene	ncbigene:9793	Gene	interacts
ncbigene:79003	Gene	ncbigene:991	Gene	interacts
ncbigene:79019	Gene	ncbigene:100526739	Gene	interacts
ncbigene:79019	Gene	ncbigene:10403	Gene	interacts
ncbigene:79019	Gene	ncbigene:1058	Gene	interacts
ncbigene:79019	Gene	ncbigene:1060	Gene	interacts
