source	source_node_type	target	target_node_type	edge_type
pubchem.compound:4912	Compound	ncbigene:19	Gene	downregulates
pubchem.compound:4912	Compound	ncbigene:27329	Gene	downregulates
pubchem.compound:4912	Compound	ncbigene:3383	Gene	downregulates
pubchem.compound:4912	Compound	ncbigene:3757	Gene	downregulates
pubchem.compound:4912	Compound	ncbigene:4023	Gene	downregulates
pubchem.compound:4912	Compound	ncbigene:4597	Gene	downregulates
pubchem.compound:4912	Compound	ncbigene:6401	Gene	downregulates
pubchem.compound:4912	Compound	ncbigene:8647	Gene	downregulates
pubchem.compound:4916	Compound	ncbigene:154	Gene	upregulates
pubchem.compound:4916	Compound	ncbigene:153	Gene	upregulates
pubchem.compound:4916	Compound	ncbigene:155	Gene	upregulates
pubchem.compound:4932	Compound	ncbigene:11280	Gene	downregulates
pubchem.compound:4932	Compound	ncbigene:112802	Gene	downregulates
pubchem.compound:4932	Compound	ncbigene:121391	Gene	downregulates
pubchem.compound:4932	Compound	ncbigene:3757	Gene	downregulates
pubchem.compound:4932	Compound	ncbigene:6262	Gene	downregulates
pubchem.compound:4932	Compound	ncbigene:6323	Gene	downregulates
pubchem.compound:4932	Compound	ncbigene:6328	Gene	downregulates
pubchem.compound:4932	Compound	ncbigene:6329	Gene	downregulates
pubchem.compound:4932	Compound	ncbigene:6332	Gene	downregulates
pubchem.compound:4932	Compound	ncbigene:6334	Gene	downregulates
pubchem.compound:4932	Compound	ncbigene:6336	Gene	downregulates
pubchem.compound:4943	Compound	ncbigene:2308	Gene	upregulates
pubchem.compound:4943	Compound	ncbigene:2353	Gene	upregulates
pubchem.compound:4943	Compound	ncbigene:2908	Gene	upregulates
pubchem.compound:4943	Compound	ncbigene:3162	Gene	upregulates
pubchem.compound:4943	Compound	ncbigene:3565	Gene	upregulates
pubchem.compound:4943	Compound	ncbigene:4780	Gene	upregulates
pubchem.compound:4943	Compound	ncbigene:4846	Gene	upregulates
pubchem.compound:4943	Compound	ncbigene:4988	Gene	upregulates
pubchem.compound:4943	Compound	ncbigene:54205	Gene	upregulates
pubchem.compound:4943	Compound	ncbigene:54658	Gene	upregulates
pubchem.compound:4943	Compound	ncbigene:5578	Gene	upregulates
pubchem.compound:4943	Compound	ncbigene:5582	Gene	upregulates
pubchem.compound:4943	Compound	ncbigene:5741	Gene	upregulates
pubchem.compound:4943	Compound	ncbigene:627	Gene	upregulates
pubchem.compound:4943	Compound	ncbigene:6505	Gene	upregulates
pubchem.compound:4943	Compound	ncbigene:655	Gene	upregulates
pubchem.compound:4943	Compound	ncbigene:6774	Gene	upregulates
pubchem.compound:4943	Compound	ncbigene:9407	Gene	downregulates
pubchem.compound:4943	Compound	ncbigene:1536	Gene	downregulates
pubchem.compound:4943	Compound	ncbigene:183	Gene	downregulates
pubchem.compound:4943	Compound	ncbigene:2166	Gene	downregulates
pubchem.compound:4943	Compound	ncbigene:22933	Gene	downregulates
pubchem.compound:4943	Compound	ncbigene:2876	Gene	downregulates
pubchem.compound:4943	Compound	ncbigene:2877	Gene	downregulates
pubchem.compound:4943	Compound	ncbigene:3576	Gene	downregulates
pubchem.compound:4943	Compound	ncbigene:361	Gene	downregulates
pubchem.compound:4943	Compound	ncbigene:4313	Gene	downregulates
pubchem.compound:4943	Compound	ncbigene:54600	Gene	downregulates
pubchem.compound:4943	Compound	ncbigene:6329	Gene	downregulates
pubchem.compound:4943	Compound	ncbigene:6513	Gene	downregulates
pubchem.compound:4943	Compound	ncbigene:6529	Gene	downregulates
pubchem.compound:4943	Compound	ncbigene:6532	Gene	downregulates
pubchem.compound:4943	Compound	ncbigene:7137	Gene	downregulates
pubchem.compound:4943	Compound	ncbigene:836	Gene	downregulates
pubchem.compound:4943	Compound	ncbigene:968	Gene	downregulates
pubchem.compound:4993	Compound	ncbigene:3087	Gene	upregulates
pubchem.compound:4993	Compound	ncbigene:1128	Gene	downregulates
pubchem.compound:4993	Compound	ncbigene:1559	Gene	downregulates
pubchem.compound:4993	Compound	ncbigene:1719	Gene	downregulates
pubchem.compound:4993	Compound	ncbigene:64146	Gene	downregulates
pubchem.compound:4993	Compound	ncbigene:6774	Gene	downregulates
pubchem.compound:5070	Compound	ncbigene:23657	Gene	upregulates
pubchem.compound:5070	Compound	ncbigene:2668	Gene	upregulates
pubchem.compound:5070	Compound	ncbigene:3297	Gene	upregulates
pubchem.compound:5070	Compound	ncbigene:3776	Gene	upregulates
pubchem.compound:5070	Compound	ncbigene:4087	Gene	upregulates
pubchem.compound:5070	Compound	ncbigene:4803	Gene	upregulates
pubchem.compound:5070	Compound	ncbigene:627	Gene	upregulates
pubchem.compound:5070	Compound	ncbigene:7224	Gene	upregulates
pubchem.compound:5070	Compound	ncbigene:3752	Gene	downregulates
pubchem.compound:5070	Compound	ncbigene:54795	Gene	downregulates
pubchem.compound:5070	Compound	ncbigene:6334	Gene	downregulates
pubchem.compound:5070	Compound	ncbigene:64332	Gene	downregulates
pubchem.compound:5070	Compound	ncbigene:6505	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:152	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:1813	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:2752	Gene	upregulates
pubchem.compound:5073	Compound	ncbigene:5617	Gene	upregulates
pubchem.compound:5073	Compound	ncbigene:57084	Gene	upregulates
pubchem.compound:5073	Compound	ncbigene:801	Gene	upregulates
pubchem.compound:5073	Compound	ncbigene:805	Gene	upregulates
pubchem.compound:5073	Compound	ncbigene:808	Gene	upregulates
pubchem.compound:5073	Compound	ncbigene:146	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:147	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:148	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:150	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:153	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:1814	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:1816	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:3269	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:3274	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:3350	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:3351	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:3354	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:3355	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:3357	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:3362	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:1815	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:3308	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:3358	Gene	downregulates
pubchem.compound:5073	Compound	ncbigene:3593	Gene	downregulates
pubchem.compound:5095	Compound	ncbigene:150	Gene	upregulates
pubchem.compound:5095	Compound	ncbigene:152	Gene	upregulates
pubchem.compound:5095	Compound	ncbigene:1813	Gene	downregulates
pubchem.compound:5095	Compound	ncbigene:1814	Gene	downregulates
pubchem.compound:5095	Compound	ncbigene:1815	Gene	upregulates
pubchem.compound:5095	Compound	ncbigene:1816	Gene	upregulates
pubchem.compound:5095	Compound	ncbigene:2668	Gene	upregulates
pubchem.compound:5095	Compound	ncbigene:3350	Gene	downregulates
pubchem.compound:5095	Compound	ncbigene:3351	Gene	upregulates
pubchem.compound:5095	Compound	ncbigene:3357	Gene	upregulates
pubchem.compound:5095	Compound	ncbigene:3358	Gene	upregulates
pubchem.compound:5095	Compound	ncbigene:1958	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:1437	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:1543	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:1576	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:1647	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:19	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:23411	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:252995	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:25824	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:3162	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:317	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:3486	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:367	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:3725	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:4170	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:4313	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:487	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:54205	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:5444	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:5445	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:581	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:627	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:6517	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:6558	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:7019	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:7157	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:836	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:83667	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:842	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:8795	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:9131	Gene	upregulates
pubchem.compound:5280343	Compound	ncbigene:10135	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:1506	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:1536	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:1544	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:1558	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:2152	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:2305	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:2353	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:27306	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:2950	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:29881	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:3308	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:3383	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:3600	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:3605	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:3651	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:3845	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:3953	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:4312	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:4314	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:4318	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:4824	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:4843	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:4846	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:4886	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:4953	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:50508	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:5294	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:5328	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:54822	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:5743	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:5894	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:6347	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:6514	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:7039	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:7052	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:7096	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:7097	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:7099	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:7852	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:81793	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:9407	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:952	Gene	downregulates
pubchem.compound:5280343	Compound	ncbigene:976	Gene	downregulates
pubchem.compound:5280360	Compound	ncbigene:108	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:1499	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:1794	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:1958	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:2247	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:2254	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:3381	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:3397	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:3479	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:3486	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:3487	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:3553	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:3576	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:4313	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:4318	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:4843	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:501	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:50943	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:5731	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:5732	Gene	downregulates
pubchem.compound:5280360	Compound	ncbigene:5733	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:5734	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:5739	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:5743	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:5972	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:6387	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:6403	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:6774	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:7040	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:7124	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:7157	Gene	downregulates
pubchem.compound:5280360	Compound	ncbigene:836	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:9536	Gene	upregulates
pubchem.compound:5280360	Compound	ncbigene:1435	Gene	downregulates
pubchem.compound:5280360	Compound	ncbigene:3383	Gene	downregulates
pubchem.compound:5280360	Compound	ncbigene:3558	Gene	downregulates
pubchem.compound:5280360	Compound	ncbigene:3562	Gene	downregulates
pubchem.compound:5280360	Compound	ncbigene:999	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:1052	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:11221	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:112802	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:121391	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:1445	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:1493	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:1576	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:1591	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:1843	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:1909	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:1910	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:1956	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:23135	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:2353	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:240	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:250	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:251	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:2597	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:2625	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:2668	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:2697	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:3206	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:3248	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:3294	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:3383	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:3439	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:3447	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:3479	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:3481	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:3486	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:3487	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:3552	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:3553	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:3586	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:367	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:3684	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:3725	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:387	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:4023	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:4036	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:4052	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:4214	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:4322	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:4323	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:4654	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:4656	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:466	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:4843	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:4868	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:4953	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:5319	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:5337	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:54210	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:5468	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:5507	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:55503	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:5578	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:5579	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:5594	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:5595	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:5617	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:5741	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:5915	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:632	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:6347	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:64145	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:6505	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:6696	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:6781	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:7040	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:7051	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:7097	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:7157	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:7200	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:7421	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:793	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:795	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:79660	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:8074	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:81793	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:846	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:860	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:8614	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:8651	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:8728	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:9023	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:929	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:9332	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:9365	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:9407	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:952	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:973	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:999	Gene	upregulates
pubchem.compound:5280453	Compound	ncbigene:1015	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:1017	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:10686	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:1280	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:1594	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:22943	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:27121	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:27123	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:330	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:3371	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:3381	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:3458	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:3558	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:3576	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:3605	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:3756	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:4179	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:4233	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:4312	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:4318	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:4629	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:50943	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:5251	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:5329	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:57708	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:595	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:5971	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:5972	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:602	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:6376	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:6422	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:7057	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:7076	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:7124	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:7225	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:7350	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:7351	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:7366	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:796	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:836	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:8870	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:9021	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:9308	Gene	downregulates
pubchem.compound:5280453	Compound	ncbigene:9314	Gene	downregulates
pubchem.compound:5280723	Compound	ncbigene:15	Gene	upregulates
pubchem.compound:5280723	Compound	ncbigene:2353	Gene	upregulates
pubchem.compound:5280723	Compound	ncbigene:2641	Gene	downregulates
pubchem.compound:5280723	Compound	ncbigene:2778	Gene	upregulates
pubchem.compound:5280723	Compound	ncbigene:3308	Gene	upregulates
pubchem.compound:5280723	Compound	ncbigene:3309	Gene	upregulates
pubchem.compound:5280723	Compound	ncbigene:3553	Gene	upregulates
pubchem.compound:5280723	Compound	ncbigene:4846	Gene	upregulates
pubchem.compound:5280723	Compound	ncbigene:546	Gene	upregulates
pubchem.compound:5280723	Compound	ncbigene:5731	Gene	upregulates
pubchem.compound:5280723	Compound	ncbigene:5732	Gene	downregulates
pubchem.compound:5280723	Compound	ncbigene:5972	Gene	upregulates
pubchem.compound:5280723	Compound	ncbigene:3383	Gene	downregulates
pubchem.compound:5280723	Compound	ncbigene:4879	Gene	downregulates
pubchem.compound:5280723	Compound	ncbigene:5155	Gene	downregulates
pubchem.compound:5280723	Compound	ncbigene:7040	Gene	downregulates
pubchem.compound:5280723	Compound	ncbigene:7046	Gene	downregulates
pubchem.compound:5280723	Compound	ncbigene:7450	Gene	downregulates
pubchem.compound:5280723	Compound	ncbigene:941	Gene	downregulates
pubchem.compound:5281004	Compound	ncbigene:7076	Gene	upregulates
pubchem.compound:5281004	Compound	ncbigene:7097	Gene	upregulates
pubchem.compound:5281004	Compound	ncbigene:1050	Gene	downregulates
pubchem.compound:5281004	Compound	ncbigene:1437	Gene	downregulates
pubchem.compound:5281004	Compound	ncbigene:2908	Gene	downregulates
pubchem.compound:5281004	Compound	ncbigene:3383	Gene	downregulates
pubchem.compound:5281004	Compound	ncbigene:3553	Gene	downregulates
pubchem.compound:5281004	Compound	ncbigene:3593	Gene	downregulates
pubchem.compound:5281004	Compound	ncbigene:4363	Gene	downregulates
pubchem.compound:5281004	Compound	ncbigene:8399	Gene	downregulates
pubchem.compound:5281037	Compound	ncbigene:186	Gene	downregulates
pubchem.compound:5282230	Compound	ncbigene:1543	Gene	upregulates
pubchem.compound:5282230	Compound	ncbigene:1544	Gene	upregulates
pubchem.compound:5282230	Compound	ncbigene:3162	Gene	upregulates
pubchem.compound:5282230	Compound	ncbigene:1215	Gene	downregulates
pubchem.compound:5282230	Compound	ncbigene:1490	Gene	downregulates
pubchem.compound:5282230	Compound	ncbigene:3269	Gene	downregulates
pubchem.compound:5282230	Compound	ncbigene:3553	Gene	downregulates
pubchem.compound:5282230	Compound	ncbigene:3567	Gene	downregulates
pubchem.compound:5282230	Compound	ncbigene:412	Gene	downregulates
pubchem.compound:5282230	Compound	ncbigene:4313	Gene	downregulates
pubchem.compound:5282230	Compound	ncbigene:5743	Gene	downregulates
pubchem.compound:5282230	Compound	ncbigene:6240	Gene	downregulates
pubchem.compound:5282230	Compound	ncbigene:6347	Gene	downregulates
pubchem.compound:5282379	Compound	ncbigene:2290	Gene	upregulates
pubchem.compound:5282379	Compound	ncbigene:2308	Gene	upregulates
pubchem.compound:5282379	Compound	ncbigene:6693	Gene	upregulates
pubchem.compound:5282379	Compound	ncbigene:367	Gene	downregulates
pubchem.compound:5282379	Compound	ncbigene:3861	Gene	downregulates
pubchem.compound:5282379	Compound	ncbigene:7097	Gene	downregulates
pubchem.compound:5283731	Compound	ncbigene:1591	Gene	upregulates
pubchem.compound:5283731	Compound	ncbigene:25939	Gene	upregulates
pubchem.compound:5283731	Compound	ncbigene:3565	Gene	upregulates
