source	target	relation	source_database
HGNC:6886	HGNC:24791	1	KEGG
HGNC:6886	HGNC:27396	1	KEGG
HGNC:6886	HGNC:6769	1	KEGG
HGNC:6886	HGNC:6770	1	KEGG
HGNC:6886	HGNC:11205	1	KEGG
HGNC:6886	HGNC:11283	1	KEGG
HGNC:6886	HGNC:12716	1	KEGG
HGNC:6887	HGNC:786	1	KEGG
HGNC:6887	HGNC:1108	-1	KEGG
HGNC:6888	HGNC:786	1	KEGG
HGNC:30525	HGNC:6848	-1	KEGG
HGNC:6901	HGNC:1323	1	KEGG
HGNC:6901	HGNC:1324	1	KEGG
HGNC:6902	HGNC:1323	1	KEGG
HGNC:6902	HGNC:1324	1	KEGG
HGNC:29233	HGNC:7794	1	KEGG
HGNC:29233	HGNC:9955	1	KEGG
HGNC:29233	HGNC:1974	1	KEGG
HGNC:29233	HGNC:5960	1	KEGG
HGNC:29233	HGNC:5961	1	KEGG
HGNC:29233	HGNC:6112	1	KEGG
HGNC:29233	HGNC:17967	1	KEGG
HGNC:29233	HGNC:6859	1	KEGG
HGNC:6913	HGNC:1582	1	KEGG
HGNC:6913	HGNC:19083	1	KEGG
HGNC:6913	HGNC:2000	1	KEGG
HGNC:6922	HGNC:1248	1	KEGG
HGNC:6922	HGNC:1323	1	KEGG
HGNC:6922	HGNC:1324	1	KEGG
HGNC:6929	HGNC:4392	1	KEGG
HGNC:6930	HGNC:4392	1	KEGG
HGNC:6974	HGNC:11998	-1	KEGG
HGNC:3498	HGNC:6872	-1	KEGG
HGNC:3498	HGNC:6881	-1	KEGG
HGNC:3498	HGNC:6886	-1	KEGG
HGNC:6993	HGNC:6347	1	KEGG
HGNC:6993	HGNC:13771	1	KEGG
HGNC:6995	HGNC:6347	1	KEGG
HGNC:6997	HGNC:6347	1	KEGG
HGNC:6997	HGNC:13771	1	KEGG
HGNC:3233	HGNC:11119	-1	KEGG
HGNC:7010	HGNC:1785	1	KEGG
HGNC:7010	HGNC:1787	1	KEGG
HGNC:7010	HGNC:1788	1	KEGG
HGNC:7010	HGNC:1789	1	KEGG
HGNC:7029	HGNC:2514	-1	KEGG
HGNC:7029	HGNC:6407	1	KEGG
HGNC:7029	HGNC:2362	1	KEGG
HGNC:7029	HGNC:2363	1	KEGG
HGNC:7029	HGNC:2515	-1	KEGG
HGNC:7029	HGNC:3431	1	KEGG
HGNC:7029	HGNC:4066	1	KEGG
HGNC:7029	HGNC:4566	1	KEGG
HGNC:7029	HGNC:5173	1	KEGG
HGNC:7029	HGNC:6125	1	KEGG
HGNC:7029	HGNC:6190	1	KEGG
HGNC:7029	HGNC:6192	1	KEGG
HGNC:7029	HGNC:7989	1	KEGG
HGNC:7029	HGNC:8975	1	KEGG
HGNC:7029	HGNC:8976	1	KEGG
HGNC:7029	HGNC:8977	1	KEGG
HGNC:7029	HGNC:8979	1	KEGG
HGNC:7029	HGNC:8980	1	KEGG
HGNC:7029	HGNC:15917	1	KEGG
HGNC:7029	HGNC:9055	1	KEGG
HGNC:7029	HGNC:9056	1	KEGG
HGNC:7029	HGNC:9059	1	KEGG
HGNC:7029	HGNC:9065	1	KEGG
HGNC:7029	HGNC:9066	1	KEGG
HGNC:7029	HGNC:29869	1	KEGG
HGNC:7029	HGNC:18181	1	KEGG
HGNC:7038	HGNC:7883	1	KEGG
HGNC:20254	HGNC:11119	-1	KEGG
HGNC:7090	HGNC:48357	1	KEGG
HGNC:7091	HGNC:48357	1	KEGG
HGNC:7091	HGNC:18788	1	KEGG
HGNC:21905	HGNC:18423	-1	KEGG
HGNC:21905	HGNC:14124	-1	KEGG
HGNC:31487	HGNC:3690	-1	KEGG
HGNC:31490	HGNC:17098	-1	KEGG
HGNC:31490	HGNC:3690	-1	KEGG
HGNC:31490	HGNC:9393	-1	KEGG
HGNC:31490	HGNC:9395	-1	KEGG
HGNC:31490	HGNC:9402	-1	KEGG
HGNC:31490	HGNC:10434	-1	KEGG
HGNC:31491	HGNC:17098	-1	KEGG
HGNC:31491	HGNC:3690	-1	KEGG
HGNC:31491	HGNC:9393	-1	KEGG
HGNC:31491	HGNC:9395	-1	KEGG
HGNC:31491	HGNC:9402	-1	KEGG
HGNC:31491	HGNC:10434	-1	KEGG
HGNC:35384	HGNC:17098	-1	KEGG
HGNC:35384	HGNC:3690	-1	KEGG
HGNC:35384	HGNC:9393	-1	KEGG
HGNC:35384	HGNC:9395	-1	KEGG
HGNC:35384	HGNC:9402	-1	KEGG
HGNC:35384	HGNC:10434	-1	KEGG
HGNC:35385	HGNC:17098	-1	KEGG
HGNC:35385	HGNC:3690	-1	KEGG
HGNC:35385	HGNC:9393	-1	KEGG
HGNC:35385	HGNC:9395	-1	KEGG
HGNC:35385	HGNC:9402	-1	KEGG
HGNC:35385	HGNC:10434	-1	KEGG
HGNC:31495	HGNC:1784	-1	KEGG
HGNC:31495	HGNC:3113	-1	KEGG
HGNC:31496	HGNC:17098	-1	KEGG
HGNC:31497	HGNC:795	-1	KEGG
HGNC:31497	HGNC:6973	-1	KEGG
HGNC:31497	HGNC:3690	-1	KEGG
HGNC:31497	HGNC:4566	-1	KEGG
HGNC:31497	HGNC:5133	-1	KEGG
HGNC:31497	HGNC:6871	-1	KEGG
HGNC:31497	HGNC:6877	-1	KEGG
HGNC:31497	HGNC:6974	-1	KEGG
HGNC:31497	HGNC:9393	-1	KEGG
HGNC:31497	HGNC:9395	-1	KEGG
HGNC:31497	HGNC:9402	-1	KEGG
HGNC:31497	HGNC:9882	-1	KEGG
HGNC:31498	HGNC:795	-1	KEGG
HGNC:31498	HGNC:6973	-1	KEGG
HGNC:31498	HGNC:3690	-1	KEGG
HGNC:31498	HGNC:4566	-1	KEGG
HGNC:31498	HGNC:5133	-1	KEGG
HGNC:31498	HGNC:6871	-1	KEGG
HGNC:31498	HGNC:6877	-1	KEGG
HGNC:31498	HGNC:6974	-1	KEGG
HGNC:31498	HGNC:9393	-1	KEGG
HGNC:31498	HGNC:9395	-1	KEGG
HGNC:31498	HGNC:9402	-1	KEGG
HGNC:31498	HGNC:9882	-1	KEGG
HGNC:31501	HGNC:5013	-1	KEGG
HGNC:31501	HGNC:1592	-1	KEGG
HGNC:31501	HGNC:11057	-1	KEGG
HGNC:31505	HGNC:1787	-1	KEGG
HGNC:31505	HGNC:3430	-1	KEGG
HGNC:31505	HGNC:6407	-1	KEGG
HGNC:31505	HGNC:11998	-1	KEGG
HGNC:31505	HGNC:3236	-1	KEGG
HGNC:31505	HGNC:3690	-1	KEGG
HGNC:31506	HGNC:949	-1	KEGG
HGNC:31506	HGNC:1787	-1	KEGG
HGNC:31506	HGNC:3430	-1	KEGG
HGNC:31506	HGNC:6407	-1	KEGG
HGNC:31506	HGNC:11998	-1	KEGG
HGNC:31506	HGNC:3236	-1	KEGG
HGNC:31506	HGNC:3690	-1	KEGG
HGNC:31507	HGNC:949	-1	KEGG
HGNC:31507	HGNC:1787	-1	KEGG
HGNC:31507	HGNC:3430	-1	KEGG
HGNC:31507	HGNC:6407	-1	KEGG
HGNC:31507	HGNC:11998	-1	KEGG
HGNC:31507	HGNC:3236	-1	KEGG
HGNC:31507	HGNC:3690	-1	KEGG
HGNC:31508	HGNC:12680	-1	KEGG
HGNC:31508	HGNC:2362	-1	KEGG
HGNC:31508	HGNC:2363	-1	KEGG
HGNC:31508	HGNC:8975	-1	KEGG
HGNC:31508	HGNC:8976	-1	KEGG
HGNC:31508	HGNC:8977	-1	KEGG
HGNC:31508	HGNC:8979	-1	KEGG
HGNC:31508	HGNC:8980	-1	KEGG
HGNC:31508	HGNC:8981	-1	KEGG
HGNC:31508	HGNC:8642	-1	KEGG
HGNC:31517	HGNC:6943	-1	KEGG
HGNC:31517	HGNC:995	-1	KEGG
HGNC:31518	HGNC:6943	-1	KEGG
HGNC:31518	HGNC:995	-1	KEGG
HGNC:31759	HGNC:6943	-1	KEGG
HGNC:31759	HGNC:995	-1	KEGG
HGNC:31520	HGNC:583	-1	KEGG
HGNC:31520	HGNC:24036	-1	KEGG
HGNC:31521	HGNC:583	-1	KEGG
HGNC:31521	HGNC:24036	-1	KEGG
HGNC:31760	HGNC:583	-1	KEGG
HGNC:31760	HGNC:24036	-1	KEGG
HGNC:31523	HGNC:1777	-1	KEGG
HGNC:31528	HGNC:11768	-1	KEGG
HGNC:31530	HGNC:795	-1	KEGG
HGNC:31530	HGNC:6407	-1	KEGG
HGNC:31530	HGNC:8800	-1	KEGG
HGNC:31530	HGNC:11998	-1	KEGG
HGNC:31530	HGNC:2978	-1	KEGG
HGNC:31530	HGNC:6880	-1	KEGG
HGNC:31530	HGNC:8804	-1	KEGG
HGNC:31530	HGNC:9393	-1	KEGG
HGNC:31530	HGNC:9395	-1	KEGG
HGNC:31530	HGNC:9402	-1	KEGG
HGNC:31530	HGNC:9829	-1	KEGG
HGNC:31530	HGNC:11187	-1	KEGG
HGNC:31530	HGNC:11188	-1	KEGG
HGNC:31532	HGNC:3236	-1	KEGG
HGNC:31532	HGNC:3690	-1	KEGG
HGNC:31532	HGNC:6125	-1	KEGG
HGNC:31532	HGNC:9393	-1	KEGG
HGNC:31532	HGNC:9395	-1	KEGG
HGNC:31532	HGNC:9402	-1	KEGG
HGNC:31533	HGNC:1100	-1	KEGG
HGNC:31533	HGNC:7162	-1	KEGG
HGNC:31533	HGNC:10251	-1	KEGG
HGNC:31538	HGNC:2976	-1	KEGG
HGNC:31542	HGNC:19383	-1	KEGG
HGNC:31543	HGNC:990	-1	KEGG
HGNC:31543	HGNC:1582	-1	KEGG
HGNC:31543	HGNC:1583	-1	KEGG
HGNC:31543	HGNC:1589	-1	KEGG
HGNC:31543	HGNC:1590	-1	KEGG
HGNC:31543	HGNC:12782	-1	KEGG
HGNC:31543	HGNC:15983	-1	KEGG
HGNC:31544	HGNC:1582	-1	KEGG
HGNC:31544	HGNC:1583	-1	KEGG
HGNC:31544	HGNC:1589	-1	KEGG
HGNC:31544	HGNC:1590	-1	KEGG
HGNC:31547	HGNC:9588	-1	KEGG
HGNC:31547	HGNC:12692	-1	KEGG
HGNC:31590	HGNC:795	-1	KEGG
HGNC:31549	HGNC:795	-1	KEGG
HGNC:31550	HGNC:795	-1	KEGG
HGNC:31551	HGNC:795	-1	KEGG
HGNC:31552	HGNC:795	-1	KEGG
HGNC:32089	HGNC:795	-1	KEGG
HGNC:31554	HGNC:12691	-1	KEGG
HGNC:31548	HGNC:6407	-1	KEGG
HGNC:31548	HGNC:9588	-1	KEGG
HGNC:32087	HGNC:9052	-1	KEGG
HGNC:31566	HGNC:3690	-1	KEGG
HGNC:31566	HGNC:4566	-1	KEGG
HGNC:31566	HGNC:6840	-1	KEGG
HGNC:31566	HGNC:6842	-1	KEGG
HGNC:31566	HGNC:6871	-1	KEGG
HGNC:31566	HGNC:6877	-1	KEGG
HGNC:31566	HGNC:9393	-1	KEGG
HGNC:31566	HGNC:9395	-1	KEGG
HGNC:31566	HGNC:9402	-1	KEGG
HGNC:31566	HGNC:9829	-1	KEGG
HGNC:31566	HGNC:11187	-1	KEGG
HGNC:31566	HGNC:11188	-1	KEGG
HGNC:31571	HGNC:9605	-1	KEGG
HGNC:31571	HGNC:5960	-1	KEGG
HGNC:31572	HGNC:9605	-1	KEGG
HGNC:31572	HGNC:5960	-1	KEGG
HGNC:31574	HGNC:9588	-1	KEGG
HGNC:31574	HGNC:11785	-1	KEGG
HGNC:31575	HGNC:9588	-1	KEGG
HGNC:31576	HGNC:9588	-1	KEGG
HGNC:31578	HGNC:48326	-1	KEGG
HGNC:31578	HGNC:1066	-1	KEGG
HGNC:31578	HGNC:11642	-1	KEGG
HGNC:31578	HGNC:14881	-1	KEGG
HGNC:31578	HGNC:16700	-1	KEGG
HGNC:31579	HGNC:48326	-1	KEGG
HGNC:31579	HGNC:1066	-1	KEGG
HGNC:31579	HGNC:11642	-1	KEGG
HGNC:31579	HGNC:14881	-1	KEGG
HGNC:31579	HGNC:16700	-1	KEGG
HGNC:31580	HGNC:48326	-1	KEGG
HGNC:31580	HGNC:1066	-1	KEGG
HGNC:31580	HGNC:11642	-1	KEGG
HGNC:31580	HGNC:14881	-1	KEGG
HGNC:31580	HGNC:16700	-1	KEGG
HGNC:31583	HGNC:3431	-1	KEGG
HGNC:31583	HGNC:9401	-1	KEGG
HGNC:31583	HGNC:14881	-1	KEGG
HGNC:31577	HGNC:1784	-1	KEGG
HGNC:31577	HGNC:9588	-1	KEGG
HGNC:31577	HGNC:3113	-1	KEGG
HGNC:31577	HGNC:3114	-1	KEGG
HGNC:31577	HGNC:3115	-1	KEGG
HGNC:31587	HGNC:3115	-1	KEGG
HGNC:31591	HGNC:9588	-1	KEGG
HGNC:31601	HGNC:795	-1	KEGG
HGNC:31601	HGNC:1785	-1	KEGG
HGNC:31601	HGNC:6973	-1	KEGG
HGNC:31601	HGNC:9588	-1	KEGG
HGNC:31601	HGNC:11822	-1	KEGG
HGNC:31601	HGNC:24132	-1	KEGG
HGNC:31601	HGNC:24944	-1	KEGG
HGNC:31602	HGNC:1785	-1	KEGG
HGNC:31602	HGNC:9588	-1	KEGG
HGNC:31602	HGNC:11822	-1	KEGG
HGNC:31603	HGNC:11998	-1	KEGG
HGNC:31603	HGNC:6510	-1	KEGG
HGNC:31604	HGNC:7176	-1	KEGG
HGNC:31604	HGNC:16059	-1	KEGG
HGNC:31605	HGNC:3690	-1	KEGG
HGNC:31605	HGNC:4331	-1	KEGG
HGNC:31605	HGNC:29570	-1	KEGG
HGNC:31605	HGNC:6871	-1	KEGG
HGNC:31605	HGNC:6877	-1	KEGG
HGNC:31610	HGNC:9588	-1	KEGG
HGNC:31611	HGNC:9588	-1	KEGG
HGNC:31616	HGNC:2978	-1	KEGG
HGNC:31616	HGNC:2979	-1	KEGG
HGNC:31616	HGNC:3690	-1	KEGG
HGNC:31616	HGNC:8803	-1	KEGG
HGNC:31619	HGNC:2978	-1	KEGG
HGNC:31619	HGNC:2979	-1	KEGG
HGNC:31619	HGNC:3690	-1	KEGG
HGNC:31619	HGNC:8803	-1	KEGG
HGNC:31620	HGNC:2978	-1	KEGG
HGNC:31620	HGNC:2979	-1	KEGG
HGNC:31620	HGNC:3690	-1	KEGG
HGNC:31620	HGNC:8803	-1	KEGG
HGNC:31621	HGNC:2978	-1	KEGG
HGNC:31621	HGNC:2979	-1	KEGG
HGNC:31621	HGNC:3690	-1	KEGG
HGNC:31621	HGNC:8803	-1	KEGG
HGNC:31624	HGNC:795	-1	KEGG
HGNC:31624	HGNC:6156	-1	KEGG
HGNC:31624	HGNC:11998	-1	KEGG
HGNC:31624	HGNC:8799	-1	KEGG
HGNC:31624	HGNC:9065	-1	KEGG
HGNC:31624	HGNC:9066	-1	KEGG
HGNC:31624	HGNC:9393	-1	KEGG
HGNC:31624	HGNC:9395	-1	KEGG
HGNC:31624	HGNC:9402	-1	KEGG
HGNC:31624	HGNC:12485	-1	KEGG
HGNC:31625	HGNC:795	-1	KEGG
HGNC:31625	HGNC:11998	-1	KEGG
HGNC:31625	HGNC:8799	-1	KEGG
HGNC:31625	HGNC:9065	-1	KEGG
HGNC:31625	HGNC:9066	-1	KEGG
HGNC:31625	HGNC:9393	-1	KEGG
HGNC:31625	HGNC:9395	-1	KEGG
HGNC:31625	HGNC:9402	-1	KEGG
HGNC:31626	HGNC:795	-1	KEGG
HGNC:31626	HGNC:11998	-1	KEGG
HGNC:31626	HGNC:8799	-1	KEGG
HGNC:31626	HGNC:9065	-1	KEGG
HGNC:31626	HGNC:9066	-1	KEGG
HGNC:31626	HGNC:9393	-1	KEGG
HGNC:31626	HGNC:9395	-1	KEGG
HGNC:31626	HGNC:9402	-1	KEGG
HGNC:31627	HGNC:795	-1	KEGG
HGNC:31627	HGNC:11998	-1	KEGG
HGNC:31627	HGNC:8799	-1	KEGG
HGNC:31627	HGNC:9065	-1	KEGG
HGNC:31627	HGNC:9066	-1	KEGG
HGNC:31627	HGNC:9393	-1	KEGG
HGNC:31627	HGNC:9395	-1	KEGG
HGNC:31627	HGNC:9402	-1	KEGG
HGNC:31628	HGNC:795	-1	KEGG
HGNC:31628	HGNC:6156	-1	KEGG
HGNC:31628	HGNC:11998	-1	KEGG
HGNC:31628	HGNC:8799	-1	KEGG
HGNC:31628	HGNC:9065	-1	KEGG
HGNC:31628	HGNC:9066	-1	KEGG
HGNC:31628	HGNC:9393	-1	KEGG
HGNC:31628	HGNC:9395	-1	KEGG
HGNC:31628	HGNC:9402	-1	KEGG
HGNC:31628	HGNC:12485	-1	KEGG
HGNC:31629	HGNC:795	-1	KEGG
HGNC:31629	HGNC:6156	-1	KEGG
HGNC:31629	HGNC:11998	-1	KEGG
HGNC:31629	HGNC:8799	-1	KEGG
HGNC:31629	HGNC:9065	-1	KEGG
HGNC:31629	HGNC:9066	-1	KEGG
HGNC:31629	HGNC:9393	-1	KEGG
HGNC:31629	HGNC:9395	-1	KEGG
HGNC:31629	HGNC:9402	-1	KEGG
HGNC:31629	HGNC:12485	-1	KEGG
HGNC:31630	HGNC:4041	-1	KEGG
HGNC:31630	HGNC:6141	-1	KEGG
HGNC:31630	HGNC:9944	-1	KEGG
HGNC:31630	HGNC:667	-1	KEGG
HGNC:31631	HGNC:994	-1	KEGG
HGNC:31769	HGNC:7881	-1	KEGG
HGNC:31769	HGNC:7882	-1	KEGG
HGNC:31769	HGNC:7883	-1	KEGG
HGNC:31769	HGNC:7884	-1	KEGG
HGNC:31771	HGNC:3113	-1	KEGG
HGNC:31772	HGNC:3430	-1	KEGG
HGNC:31772	HGNC:14626	-1	KEGG
HGNC:31772	HGNC:6392	-1	KEGG
HGNC:31773	HGNC:11200	-1	KEGG
HGNC:31773	HGNC:5318	-1	KEGG
HGNC:31773	HGNC:22942	-1	KEGG
HGNC:31773	HGNC:11953	-1	KEGG
HGNC:31773	HGNC:11976	-1	KEGG
HGNC:31779	HGNC:51	-1	KEGG
HGNC:31635	HGNC:1777	-1	KEGG
HGNC:31635	HGNC:7029	-1	KEGG
HGNC:31635	HGNC:7881	-1	KEGG
HGNC:31635	HGNC:7882	-1	KEGG
HGNC:31635	HGNC:7883	-1	KEGG
HGNC:31635	HGNC:7884	-1	KEGG
HGNC:31635	HGNC:14929	-1	KEGG
HGNC:31636	HGNC:1777	-1	KEGG
HGNC:31636	HGNC:7029	-1	KEGG
HGNC:31636	HGNC:7881	-1	KEGG
HGNC:31636	HGNC:7882	-1	KEGG
HGNC:31636	HGNC:7883	-1	KEGG
HGNC:31636	HGNC:7884	-1	KEGG
HGNC:31787	HGNC:1681	-1	KEGG
HGNC:27645	HGNC:4852	-1	KEGG
HGNC:27645	HGNC:4853	-1	KEGG
HGNC:32053	HGNC:40	-1	KEGG
HGNC:32099	HGNC:1681	-1	KEGG
HGNC:32105	HGNC:1681	-1	KEGG
HGNC:32108	HGNC:1681	-1	KEGG
HGNC:32093	HGNC:1681	-1	KEGG
HGNC:32116	HGNC:1681	-1	KEGG
HGNC:32125	HGNC:1681	-1	KEGG
HGNC:32858	HGNC:9882	-1	KEGG
HGNC:31643	HGNC:9588	-1	KEGG
HGNC:31644	HGNC:9588	-1	KEGG
HGNC:31650	HGNC:3690	-1	KEGG
HGNC:31476	HGNC:6407	-1	KEGG
HGNC:31476	HGNC:1725	-1	KEGG
HGNC:31476	HGNC:1726	-1	KEGG
HGNC:31476	HGNC:1727	-1	KEGG
HGNC:31476	HGNC:1777	-1	KEGG
HGNC:31476	HGNC:5009	-1	KEGG
HGNC:31476	HGNC:5173	-1	KEGG
HGNC:31476	HGNC:31496	-1	KEGG
HGNC:31476	HGNC:7989	-1	KEGG
HGNC:31476	HGNC:32669	-1	KEGG
HGNC:31477	HGNC:6407	-1	KEGG
HGNC:31477	HGNC:1725	-1	KEGG
HGNC:31477	HGNC:1726	-1	KEGG
HGNC:31477	HGNC:1727	-1	KEGG
HGNC:31477	HGNC:1777	-1	KEGG
HGNC:31477	HGNC:5009	-1	KEGG
HGNC:31477	HGNC:5173	-1	KEGG
HGNC:31477	HGNC:31496	-1	KEGG
HGNC:31477	HGNC:7989	-1	KEGG
HGNC:31477	HGNC:32669	-1	KEGG
HGNC:31478	HGNC:6407	-1	KEGG
HGNC:31478	HGNC:1725	-1	KEGG
HGNC:31478	HGNC:1726	-1	KEGG
HGNC:31478	HGNC:1727	-1	KEGG
HGNC:31478	HGNC:1777	-1	KEGG
HGNC:31478	HGNC:5009	-1	KEGG
HGNC:31478	HGNC:5173	-1	KEGG
HGNC:31478	HGNC:28866	-1	KEGG
HGNC:31478	HGNC:31496	-1	KEGG
HGNC:31478	HGNC:7989	-1	KEGG
HGNC:31478	HGNC:32669	-1	KEGG
HGNC:31479	HGNC:6407	-1	KEGG
HGNC:31479	HGNC:1725	-1	KEGG
HGNC:31479	HGNC:1726	-1	KEGG
HGNC:31479	HGNC:1727	-1	KEGG
HGNC:31479	HGNC:1777	-1	KEGG
HGNC:31479	HGNC:5009	-1	KEGG
HGNC:31479	HGNC:5173	-1	KEGG
HGNC:31479	HGNC:31496	-1	KEGG
HGNC:31479	HGNC:7989	-1	KEGG
HGNC:31479	HGNC:32669	-1	KEGG
HGNC:31480	HGNC:6407	-1	KEGG
HGNC:31480	HGNC:7553	-1	KEGG
HGNC:31480	HGNC:1504	-1	KEGG
HGNC:31480	HGNC:5009	-1	KEGG
HGNC:31480	HGNC:5173	-1	KEGG
HGNC:31480	HGNC:7989	-1	KEGG
HGNC:31480	HGNC:11364	-1	KEGG
HGNC:31481	HGNC:6407	-1	KEGG
HGNC:31481	HGNC:1725	-1	KEGG
HGNC:31481	HGNC:1726	-1	KEGG
HGNC:31481	HGNC:1727	-1	KEGG
HGNC:31481	HGNC:1777	-1	KEGG
HGNC:31481	HGNC:5009	-1	KEGG
HGNC:31481	HGNC:5173	-1	KEGG
HGNC:31481	HGNC:31496	-1	KEGG
HGNC:31481	HGNC:7989	-1	KEGG
HGNC:31481	HGNC:32669	-1	KEGG
HGNC:31482	HGNC:6407	-1	KEGG
HGNC:31482	HGNC:1725	-1	KEGG
HGNC:31482	HGNC:1726	-1	KEGG
HGNC:31482	HGNC:1727	-1	KEGG
HGNC:31482	HGNC:1777	-1	KEGG
HGNC:31482	HGNC:5009	-1	KEGG
HGNC:31482	HGNC:5173	-1	KEGG
HGNC:31482	HGNC:28866	-1	KEGG
HGNC:31482	HGNC:31496	-1	KEGG
HGNC:31482	HGNC:7989	-1	KEGG
HGNC:31482	HGNC:32669	-1	KEGG
HGNC:31483	HGNC:6407	-1	KEGG
HGNC:31483	HGNC:1725	-1	KEGG
HGNC:31483	HGNC:1726	-1	KEGG
HGNC:31483	HGNC:1727	-1	KEGG
HGNC:31483	HGNC:1777	-1	KEGG
HGNC:31483	HGNC:5009	-1	KEGG
HGNC:31483	HGNC:5173	-1	KEGG
HGNC:31483	HGNC:31496	-1	KEGG
HGNC:31483	HGNC:7989	-1	KEGG
HGNC:31483	HGNC:32669	-1	KEGG
HGNC:31484	HGNC:6407	-1	KEGG
HGNC:31484	HGNC:1725	-1	KEGG
HGNC:31484	HGNC:1726	-1	KEGG
HGNC:31484	HGNC:1727	-1	KEGG
HGNC:31484	HGNC:1777	-1	KEGG
HGNC:31484	HGNC:5009	-1	KEGG
HGNC:31484	HGNC:5173	-1	KEGG
HGNC:31484	HGNC:31496	-1	KEGG
HGNC:31484	HGNC:7989	-1	KEGG
HGNC:31485	HGNC:6407	-1	KEGG
HGNC:31485	HGNC:1725	-1	KEGG
HGNC:31485	HGNC:1726	-1	KEGG
HGNC:31485	HGNC:1727	-1	KEGG
HGNC:31485	HGNC:1777	-1	KEGG
HGNC:31485	HGNC:5009	-1	KEGG
HGNC:31485	HGNC:5173	-1	KEGG
HGNC:31485	HGNC:28866	-1	KEGG
HGNC:31485	HGNC:31496	-1	KEGG
HGNC:31485	HGNC:7989	-1	KEGG
HGNC:31485	HGNC:32669	-1	KEGG
HGNC:31486	HGNC:6407	-1	KEGG
HGNC:31486	HGNC:1725	-1	KEGG
HGNC:31486	HGNC:1726	-1	KEGG
HGNC:31486	HGNC:1727	-1	KEGG
HGNC:31486	HGNC:1777	-1	KEGG
HGNC:31486	HGNC:5009	-1	KEGG
HGNC:31486	HGNC:5173	-1	KEGG
HGNC:31486	HGNC:31496	-1	KEGG
HGNC:31486	HGNC:7989	-1	KEGG
HGNC:31486	HGNC:32669	-1	KEGG
HGNC:7110	HGNC:33179	1	KEGG
HGNC:7110	HGNC:3293	1	KEGG
HGNC:7110	HGNC:786	1	KEGG
HGNC:7111	HGNC:33179	1	KEGG
HGNC:7111	HGNC:3293	1	KEGG
HGNC:7111	HGNC:786	1	KEGG
HGNC:26617	HGNC:16400	1	KEGG
HGNC:26617	HGNC:28763	1	KEGG
HGNC:26617	HGNC:17994	1	KEGG
HGNC:7141	HGNC:4495	1	KEGG
HGNC:24825	HGNC:25679	-1	KEGG
HGNC:24825	HGNC:29091	-1	KEGG
HGNC:24825	HGNC:5461	1	KEGG
HGNC:24825	HGNC:10437	1	KEGG
HGNC:24825	HGNC:13480	-1	KEGG
HGNC:11645	HGNC:85	1	KEGG
HGNC:11645	HGNC:9020	1	KEGG
HGNC:17055	HGNC:85	1	KEGG
HGNC:17055	HGNC:9020	1	KEGG
HGNC:12744	HGNC:85	1	KEGG
HGNC:7160	HGNC:3059	1	KEGG
HGNC:7161	HGNC:3059	1	KEGG
HGNC:7162	HGNC:3059	1	KEGG
HGNC:7163	HGNC:3059	1	KEGG
HGNC:7172	HGNC:3059	1	KEGG
HGNC:14246	HGNC:3059	1	KEGG
HGNC:7199	HGNC:6840	1	KEGG
HGNC:7199	HGNC:6842	1	KEGG
HGNC:7199	HGNC:29650	-1	KEGG
HGNC:27087	HGNC:11119	-1	KEGG
HGNC:7223	HGNC:15765	1	KEGG
HGNC:7227	HGNC:1787	1	KEGG
HGNC:7227	HGNC:4910	1	KEGG
HGNC:7227	HGNC:8816	1	KEGG
HGNC:7227	HGNC:685	1	KEGG
HGNC:7227	HGNC:1099	-1	KEGG
HGNC:7227	HGNC:6871	1	KEGG
HGNC:7227	HGNC:6877	1	KEGG
HGNC:7227	HGNC:7199	1	KEGG
HGNC:7227	HGNC:8975	1	KEGG
HGNC:7227	HGNC:8976	1	KEGG
HGNC:7227	HGNC:8977	1	KEGG
HGNC:7227	HGNC:8979	1	KEGG
HGNC:7227	HGNC:8980	1	KEGG
HGNC:7227	HGNC:8981	1	KEGG
HGNC:7227	HGNC:17175	1	KEGG
HGNC:7227	HGNC:9829	1	KEGG
HGNC:7227	HGNC:9841	1	KEGG
HGNC:7227	HGNC:9842	1	KEGG
HGNC:7227	HGNC:16862	1	KEGG
HGNC:7227	HGNC:9882	1	KEGG
HGNC:7227	HGNC:17609	1	KEGG
HGNC:7227	HGNC:30281	1	KEGG
HGNC:7227	HGNC:9769	1	KEGG
HGNC:7227	HGNC:18749	1	KEGG
HGNC:7227	HGNC:11805	1	KEGG
HGNC:7228	HGNC:5962	1	KEGG
HGNC:7228	HGNC:11766	1	KEGG
HGNC:7228	HGNC:11768	1	KEGG
HGNC:7228	HGNC:11769	1	KEGG
HGNC:16875	HGNC:5962	1	KEGG
HGNC:16875	HGNC:11766	1	KEGG
HGNC:16875	HGNC:11768	1	KEGG
HGNC:16875	HGNC:11769	1	KEGG
HGNC:7230	HGNC:795	1	KEGG
HGNC:7237	HGNC:6181	-1	KEGG
HGNC:7237	HGNC:6182	-1	KEGG
HGNC:4223	HGNC:11772	1	KEGG
HGNC:4223	HGNC:172	1	KEGG
HGNC:7423	HGNC:391	1	KEGG
HGNC:7423	HGNC:393	1	KEGG
HGNC:7463	HGNC:4384	1	KEGG
HGNC:7463	HGNC:4387	1	KEGG
HGNC:7463	HGNC:4398	1	KEGG
HGNC:7463	HGNC:4400	1	KEGG
