source	target	relation	source_database
HGNC:9201	HGNC:894	1	PATHWAYCOMMONS
HGNC:7866	HGNC:21680	1	PATHWAYCOMMONS
HGNC:8998	HGNC:8029	1	PATHWAYCOMMONS
HGNC:3321	HGNC:9261	1	PATHWAYCOMMONS
HGNC:6371	HGNC:3530	1	PATHWAYCOMMONS
HGNC:8799	HGNC:12732	1	PATHWAYCOMMONS
HGNC:7765	HGNC:8944	1	PATHWAYCOMMONS
HGNC:8975	HGNC:10604	1	PATHWAYCOMMONS
HGNC:1722	HGNC:598	1	PATHWAYCOMMONS
HGNC:2451	HGNC:783	1	PATHWAYCOMMONS
HGNC:9399	HGNC:2561	1	PATHWAYCOMMONS
HGNC:9068	HGNC:31682	1	PATHWAYCOMMONS
HGNC:11368	HGNC:10615	1	PATHWAYCOMMONS
HGNC:3443	HGNC:3431	1	PATHWAYCOMMONS
HGNC:9232	HGNC:389	1	PATHWAYCOMMONS
HGNC:2726	HGNC:4335	1	PATHWAYCOMMONS
HGNC:7873	HGNC:10630	1	PATHWAYCOMMONS
HGNC:7545	HGNC:21747	1	PATHWAYCOMMONS
HGNC:7866	HGNC:18276	1	PATHWAYCOMMONS
HGNC:1834	HGNC:8824	1	PATHWAYCOMMONS
HGNC:10604	HGNC:9075	1	PATHWAYCOMMONS
HGNC:6122	HGNC:13700	1	PATHWAYCOMMONS
HGNC:7559	HGNC:6470	1	PATHWAYCOMMONS
HGNC:1073	HGNC:6767	1	PATHWAYCOMMONS
HGNC:8576	HGNC:2711	1	PATHWAYCOMMONS
HGNC:11621	HGNC:3538	1	PATHWAYCOMMONS
HGNC:7133	HGNC:3527	1	PATHWAYCOMMONS
HGNC:6204	HGNC:14896	1	PATHWAYCOMMONS
HGNC:4689	HGNC:9414	1	PATHWAYCOMMONS
HGNC:9232	HGNC:5358	1	PATHWAYCOMMONS
HGNC:12607	HGNC:3583	1	PATHWAYCOMMONS
HGNC:2068	HGNC:16944	1	PATHWAYCOMMONS
HGNC:8063	HGNC:12826	1	PATHWAYCOMMONS
HGNC:3489	HGNC:10474	1	PATHWAYCOMMONS
HGNC:2509	HGNC:3386	1	PATHWAYCOMMONS
HGNC:7866	HGNC:25026	1	PATHWAYCOMMONS
HGNC:11642	HGNC:29604	1	PATHWAYCOMMONS
HGNC:23400	HGNC:13631	1	PATHWAYCOMMONS
HGNC:9232	HGNC:6000	1	PATHWAYCOMMONS
HGNC:7866	HGNC:3708	1	PATHWAYCOMMONS
HGNC:6877	HGNC:9236	1	PATHWAYCOMMONS
HGNC:3758	HGNC:2874	1	PATHWAYCOMMONS
HGNC:11283	HGNC:29947	1	PATHWAYCOMMONS
HGNC:7139	HGNC:9675	1	PATHWAYCOMMONS
HGNC:9380	HGNC:7670	1	PATHWAYCOMMONS
HGNC:9380	HGNC:4037	1	PATHWAYCOMMONS
HGNC:8591	HGNC:1764	1	PATHWAYCOMMONS
HGNC:620	HGNC:8349	1	PATHWAYCOMMONS
HGNC:8986	HGNC:3821	1	PATHWAYCOMMONS
HGNC:9416	HGNC:7237	1	PATHWAYCOMMONS
HGNC:9393	HGNC:2972	1	PATHWAYCOMMONS
HGNC:7782	HGNC:23212	1	PATHWAYCOMMONS
HGNC:3468	HGNC:6857	1	PATHWAYCOMMONS
HGNC:4638	HGNC:28349	1	PATHWAYCOMMONS
HGNC:2459	HGNC:4617	1	PATHWAYCOMMONS
HGNC:7139	HGNC:7989	1	PATHWAYCOMMONS
HGNC:11406	HGNC:76	1	PATHWAYCOMMONS
HGNC:620	HGNC:17697	1	PATHWAYCOMMONS
HGNC:6081	HGNC:13096	1	PATHWAYCOMMONS
HGNC:6081	HGNC:27962	1	PATHWAYCOMMONS
HGNC:11205	HGNC:4552	1	PATHWAYCOMMONS
HGNC:12874	HGNC:6278	1	PATHWAYCOMMONS
HGNC:2348	HGNC:3236	1	PATHWAYCOMMONS
HGNC:7406	HGNC:12814	1	PATHWAYCOMMONS
HGNC:392	HGNC:8779	1	PATHWAYCOMMONS
HGNC:7056	HGNC:30377	1	PATHWAYCOMMONS
HGNC:3321	HGNC:17978	1	PATHWAYCOMMONS
HGNC:7872	HGNC:4685	1	PATHWAYCOMMONS
HGNC:11036	HGNC:30292	1	PATHWAYCOMMONS
HGNC:18618	HGNC:620	1	PATHWAYCOMMONS
HGNC:5013	HGNC:7669	1	PATHWAYCOMMONS
HGNC:9894	HGNC:1100	1	PATHWAYCOMMONS
HGNC:620	HGNC:16522	1	PATHWAYCOMMONS
HGNC:11745	HGNC:11944	1	PATHWAYCOMMONS
HGNC:6081	HGNC:7880	1	PATHWAYCOMMONS
HGNC:11364	HGNC:11766	1	PATHWAYCOMMONS
HGNC:1771	HGNC:8910	1	PATHWAYCOMMONS
HGNC:6887	HGNC:14085	1	PATHWAYCOMMONS
HGNC:5465	HGNC:9801	1	PATHWAYCOMMONS
HGNC:9380	HGNC:7551	1	PATHWAYCOMMONS
HGNC:9232	HGNC:17228	1	PATHWAYCOMMONS
HGNC:4638	HGNC:18826	1	PATHWAYCOMMONS
HGNC:7866	HGNC:9258	1	PATHWAYCOMMONS
HGNC:1771	HGNC:29540	1	PATHWAYCOMMONS
HGNC:6081	HGNC:5967	1	PATHWAYCOMMONS
HGNC:16856	HGNC:11111	1	PATHWAYCOMMONS
HGNC:11621	HGNC:8281	1	PATHWAYCOMMONS
HGNC:11241	HGNC:8875	1	PATHWAYCOMMONS
HGNC:14683	HGNC:8864	1	PATHWAYCOMMONS
HGNC:9380	HGNC:6621	1	PATHWAYCOMMONS
HGNC:4092	HGNC:1961	1	PATHWAYCOMMONS
HGNC:6881	HGNC:10437	1	PATHWAYCOMMONS
HGNC:11283	HGNC:10769	1	PATHWAYCOMMONS
HGNC:3467	HGNC:11026	1	PATHWAYCOMMONS
HGNC:7978	HGNC:2298	1	PATHWAYCOMMONS
HGNC:10013	HGNC:5183	1	PATHWAYCOMMONS
HGNC:6551	HGNC:3999	1	PATHWAYCOMMONS
HGNC:9509	HGNC:3392	1	PATHWAYCOMMONS
HGNC:3468	HGNC:10628	1	PATHWAYCOMMONS
HGNC:6856	HGNC:10432	1	PATHWAYCOMMONS
HGNC:8347	HGNC:10762	1	PATHWAYCOMMONS
HGNC:11621	HGNC:6259	1	PATHWAYCOMMONS
HGNC:6551	HGNC:14660	1	PATHWAYCOMMONS
HGNC:7000	HGNC:575	1	PATHWAYCOMMONS
HGNC:6914	HGNC:1769	1	PATHWAYCOMMONS
HGNC:6081	HGNC:6136	1	PATHWAYCOMMONS
HGNC:6846	HGNC:2510	1	PATHWAYCOMMONS
HGNC:6150	HGNC:11834	1	PATHWAYCOMMONS
HGNC:9393	HGNC:9864	1	PATHWAYCOMMONS
HGNC:9395	HGNC:9380	1	PATHWAYCOMMONS
HGNC:3489	HGNC:8829	1	PATHWAYCOMMONS
HGNC:11289	HGNC:2438	1	PATHWAYCOMMONS
HGNC:10252	HGNC:9588	1	PATHWAYCOMMONS
HGNC:9380	HGNC:2770	1	PATHWAYCOMMONS
HGNC:6769	HGNC:9657	1	PATHWAYCOMMONS
HGNC:4925	HGNC:4706	1	PATHWAYCOMMONS
HGNC:2514	HGNC:3682	1	PATHWAYCOMMONS
HGNC:11289	HGNC:8821	1	PATHWAYCOMMONS
HGNC:3321	HGNC:18996	1	PATHWAYCOMMONS
HGNC:10471	HGNC:19006	1	PATHWAYCOMMONS
HGNC:620	HGNC:17095	1	PATHWAYCOMMONS
HGNC:7866	HGNC:30404	1	PATHWAYCOMMONS
HGNC:4579	HGNC:7584	1	PATHWAYCOMMONS
HGNC:11283	HGNC:12304	1	PATHWAYCOMMONS
HGNC:646	HGNC:712	1	PATHWAYCOMMONS
HGNC:17129	HGNC:10498	1	PATHWAYCOMMONS
HGNC:7866	HGNC:28337	1	PATHWAYCOMMONS
HGNC:9954	HGNC:11917	1	PATHWAYCOMMONS
HGNC:7056	HGNC:14055	1	PATHWAYCOMMONS
HGNC:6081	HGNC:30349	1	PATHWAYCOMMONS
HGNC:6081	HGNC:7461	1	PATHWAYCOMMONS
HGNC:8138	HGNC:11329	1	PATHWAYCOMMONS
HGNC:1925	HGNC:30298	1	PATHWAYCOMMONS
HGNC:5972	HGNC:9956	1	PATHWAYCOMMONS
HGNC:7866	HGNC:16015	1	PATHWAYCOMMONS
HGNC:29508	HGNC:9857	1	PATHWAYCOMMONS
HGNC:11283	HGNC:1748	1	PATHWAYCOMMONS
HGNC:8630	HGNC:12726	1	PATHWAYCOMMONS
HGNC:9236	HGNC:11162	1	PATHWAYCOMMONS
HGNC:6913	HGNC:11139	1	PATHWAYCOMMONS
HGNC:11642	HGNC:4382	1	PATHWAYCOMMONS
HGNC:6950	HGNC:9973	1	PATHWAYCOMMONS
HGNC:5173	HGNC:12658	1	PATHWAYCOMMONS
HGNC:10436	HGNC:6719	1	PATHWAYCOMMONS
HGNC:8986	HGNC:6897	1	PATHWAYCOMMONS
HGNC:6081	HGNC:9871	1	PATHWAYCOMMONS
HGNC:6081	HGNC:29	1	PATHWAYCOMMONS
HGNC:19157	HGNC:6021	1	PATHWAYCOMMONS
HGNC:3818	HGNC:1579	1	PATHWAYCOMMONS
HGNC:7996	HGNC:14501	1	PATHWAYCOMMONS
HGNC:7139	HGNC:14378	1	PATHWAYCOMMONS
HGNC:6081	HGNC:20568	1	PATHWAYCOMMONS
HGNC:905	HGNC:11366	1	PATHWAYCOMMONS
HGNC:3436	HGNC:9806	1	PATHWAYCOMMONS
HGNC:2457	HGNC:4844	1	PATHWAYCOMMONS
HGNC:9232	HGNC:18859	1	PATHWAYCOMMONS
HGNC:6150	HGNC:5394	1	PATHWAYCOMMONS
HGNC:6846	HGNC:8997	1	PATHWAYCOMMONS
HGNC:15916	HGNC:11633	1	PATHWAYCOMMONS
HGNC:7866	HGNC:6925	1	PATHWAYCOMMONS
HGNC:7056	HGNC:941	1	PATHWAYCOMMONS
HGNC:3468	HGNC:16669	1	PATHWAYCOMMONS
HGNC:590	HGNC:5331	1	PATHWAYCOMMONS
HGNC:7139	HGNC:23657	1	PATHWAYCOMMONS
HGNC:23393	HGNC:13469	1	PATHWAYCOMMONS
HGNC:9380	HGNC:7373	1	PATHWAYCOMMONS
HGNC:3113	HGNC:10452	1	PATHWAYCOMMONS
HGNC:9380	HGNC:9556	1	PATHWAYCOMMONS
HGNC:700	HGNC:14661	1	PATHWAYCOMMONS
HGNC:7866	HGNC:14411	1	PATHWAYCOMMONS
HGNC:11087	HGNC:14288	1	PATHWAYCOMMONS
HGNC:6204	HGNC:9052	1	PATHWAYCOMMONS
HGNC:9232	HGNC:24525	1	PATHWAYCOMMONS
HGNC:6871	HGNC:6943	1	PATHWAYCOMMONS
HGNC:9381	HGNC:2347	1	PATHWAYCOMMONS
HGNC:6192	HGNC:10894	1	PATHWAYCOMMONS
HGNC:6871	HGNC:11128	1	PATHWAYCOMMONS
HGNC:5962	HGNC:8804	1	PATHWAYCOMMONS
HGNC:6081	HGNC:7097	1	PATHWAYCOMMONS
HGNC:6914	HGNC:14423	1	PATHWAYCOMMONS
HGNC:3229	HGNC:9304	1	PATHWAYCOMMONS
HGNC:9839	HGNC:11283	1	PATHWAYCOMMONS
HGNC:7996	HGNC:17409	1	PATHWAYCOMMONS
HGNC:13633	HGNC:16888	1	PATHWAYCOMMONS
HGNC:7038	HGNC:7882	1	PATHWAYCOMMONS
HGNC:2457	HGNC:5395	1	PATHWAYCOMMONS
HGNC:6081	HGNC:13353	1	PATHWAYCOMMONS
HGNC:6876	HGNC:5224	1	PATHWAYCOMMONS
HGNC:10436	HGNC:8763	1	PATHWAYCOMMONS
HGNC:12517	HGNC:55	1	PATHWAYCOMMONS
HGNC:17961	HGNC:1442	1	PATHWAYCOMMONS
HGNC:620	HGNC:28923	1	PATHWAYCOMMONS
HGNC:6081	HGNC:18609	1	PATHWAYCOMMONS
HGNC:11389	HGNC:13538	1	PATHWAYCOMMONS
HGNC:6081	HGNC:607	1	PATHWAYCOMMONS
HGNC:7056	HGNC:10402	1	PATHWAYCOMMONS
HGNC:7056	HGNC:10252	1	PATHWAYCOMMONS
HGNC:19986	HGNC:1511	1	PATHWAYCOMMONS
HGNC:7866	HGNC:14638	1	PATHWAYCOMMONS
HGNC:6886	HGNC:1773	1	PATHWAYCOMMONS
HGNC:3818	HGNC:11390	1	PATHWAYCOMMONS
HGNC:12801	HGNC:10840	1	PATHWAYCOMMONS
HGNC:11205	HGNC:9553	1	PATHWAYCOMMONS
HGNC:4647	HGNC:800	1	PATHWAYCOMMONS
HGNC:7866	HGNC:3061	1	PATHWAYCOMMONS
HGNC:6524	HGNC:11367	1	PATHWAYCOMMONS
HGNC:19165	HGNC:9759	1	PATHWAYCOMMONS
HGNC:11272	HGNC:6305	1	PATHWAYCOMMONS
HGNC:8016	HGNC:17282	1	PATHWAYCOMMONS
HGNC:11642	HGNC:4399	1	PATHWAYCOMMONS
HGNC:6914	HGNC:26755	1	PATHWAYCOMMONS
HGNC:1442	HGNC:29823	1	PATHWAYCOMMONS
HGNC:681	HGNC:667	1	PATHWAYCOMMONS
HGNC:7866	HGNC:7432	1	PATHWAYCOMMONS
HGNC:9056	HGNC:9395	1	PATHWAYCOMMONS
HGNC:7866	HGNC:16789	1	PATHWAYCOMMONS
HGNC:12003	HGNC:9228	1	PATHWAYCOMMONS
HGNC:7056	HGNC:28154	1	PATHWAYCOMMONS
HGNC:4617	HGNC:7629	1	PATHWAYCOMMONS
HGNC:9236	HGNC:1516	1	PATHWAYCOMMONS
HGNC:11205	HGNC:19343	1	PATHWAYCOMMONS
HGNC:171	HGNC:6769	1	PATHWAYCOMMONS
HGNC:7866	HGNC:11100	1	PATHWAYCOMMONS
HGNC:3299	HGNC:3280	1	PATHWAYCOMMONS
HGNC:1834	HGNC:5992	1	PATHWAYCOMMONS
HGNC:3689	HGNC:11362	1	PATHWAYCOMMONS
HGNC:7866	HGNC:8154	1	PATHWAYCOMMONS
HGNC:6876	HGNC:2389	1	PATHWAYCOMMONS
HGNC:29569	HGNC:23537	1	PATHWAYCOMMONS
HGNC:4948	HGNC:1705	1	PATHWAYCOMMONS
HGNC:3430	HGNC:1759	1	PATHWAYCOMMONS
HGNC:3498	HGNC:7683	1	PATHWAYCOMMONS
HGNC:11633	HGNC:11107	1	PATHWAYCOMMONS
HGNC:7866	HGNC:7861	1	PATHWAYCOMMONS
HGNC:11188	HGNC:10447	1	PATHWAYCOMMONS
HGNC:5417	HGNC:2731	1	PATHWAYCOMMONS
HGNC:11283	HGNC:4329	1	PATHWAYCOMMONS
HGNC:8638	HGNC:11916	1	PATHWAYCOMMONS
HGNC:9382	HGNC:3373	1	PATHWAYCOMMONS
HGNC:3467	HGNC:3757	1	PATHWAYCOMMONS
HGNC:6025	HGNC:29260	1	PATHWAYCOMMONS
HGNC:644	HGNC:24201	1	PATHWAYCOMMONS
HGNC:9077	HGNC:1149	1	PATHWAYCOMMONS
HGNC:7866	HGNC:6846	1	PATHWAYCOMMONS
HGNC:6081	HGNC:21531	1	PATHWAYCOMMONS
HGNC:6206	HGNC:6483	1	PATHWAYCOMMONS
HGNC:9644	HGNC:5433	1	PATHWAYCOMMONS
HGNC:620	HGNC:2943	1	PATHWAYCOMMONS
HGNC:9232	HGNC:4559	1	PATHWAYCOMMONS
HGNC:3468	HGNC:6150	1	PATHWAYCOMMONS
HGNC:3758	HGNC:5237	1	PATHWAYCOMMONS
HGNC:5973	HGNC:11892	1	PATHWAYCOMMONS
HGNC:3321	HGNC:10534	1	PATHWAYCOMMONS
HGNC:4638	HGNC:19895	1	PATHWAYCOMMONS
HGNC:9395	HGNC:7392	1	PATHWAYCOMMONS
HGNC:16952	HGNC:1499	1	PATHWAYCOMMONS
HGNC:6081	HGNC:11846	1	PATHWAYCOMMONS
HGNC:6081	HGNC:2747	1	PATHWAYCOMMONS
HGNC:9402	HGNC:7160	1	PATHWAYCOMMONS
HGNC:1077	HGNC:6767	1	PATHWAYCOMMONS
HGNC:646	HGNC:6110	1	PATHWAYCOMMONS
HGNC:700	HGNC:8030	1	PATHWAYCOMMONS
HGNC:7786	HGNC:14121	1	PATHWAYCOMMONS
HGNC:1390	HGNC:12643	1	PATHWAYCOMMONS
HGNC:7029	HGNC:11364	1	PATHWAYCOMMONS
HGNC:7056	HGNC:9971	1	PATHWAYCOMMONS
HGNC:2974	HGNC:4947	1	PATHWAYCOMMONS
HGNC:6091	HGNC:392	1	PATHWAYCOMMONS
HGNC:7866	HGNC:9988	1	PATHWAYCOMMONS
HGNC:2046	HGNC:597	1	PATHWAYCOMMONS
HGNC:644	HGNC:3964	1	PATHWAYCOMMONS
HGNC:3229	HGNC:8070	1	PATHWAYCOMMONS
HGNC:9509	HGNC:7809	1	PATHWAYCOMMONS
HGNC:4385	HGNC:2988	1	PATHWAYCOMMONS
HGNC:10706	HGNC:8941	1	PATHWAYCOMMONS
HGNC:9232	HGNC:7027	1	PATHWAYCOMMONS
HGNC:6081	HGNC:26783	1	PATHWAYCOMMONS
HGNC:7866	HGNC:6238	1	PATHWAYCOMMONS
HGNC:76	HGNC:3438	1	PATHWAYCOMMONS
HGNC:2457	HGNC:11760	1	PATHWAYCOMMONS
HGNC:7866	HGNC:16027	1	PATHWAYCOMMONS
HGNC:7866	HGNC:10599	1	PATHWAYCOMMONS
HGNC:6889	HGNC:3821	1	PATHWAYCOMMONS
HGNC:6081	HGNC:15828	1	PATHWAYCOMMONS
HGNC:6881	HGNC:3796	1	PATHWAYCOMMONS
HGNC:12017	HGNC:11206	1	PATHWAYCOMMONS
HGNC:7139	HGNC:6137	1	PATHWAYCOMMONS
HGNC:7866	HGNC:8017	1	PATHWAYCOMMONS
HGNC:795	HGNC:5362	1	PATHWAYCOMMONS
HGNC:620	HGNC:12841	1	PATHWAYCOMMONS
HGNC:9954	HGNC:11937	1	PATHWAYCOMMONS
HGNC:7139	HGNC:15765	1	PATHWAYCOMMONS
HGNC:1469	HGNC:19341	1	PATHWAYCOMMONS
HGNC:6080	HGNC:7593	1	PATHWAYCOMMONS
HGNC:9393	HGNC:633	1	PATHWAYCOMMONS
HGNC:11180	HGNC:990	1	PATHWAYCOMMONS
HGNC:9399	HGNC:29824	1	PATHWAYCOMMONS
HGNC:6081	HGNC:8063	1	PATHWAYCOMMONS
HGNC:2355	HGNC:5472	1	PATHWAYCOMMONS
HGNC:11283	HGNC:3236	1	PATHWAYCOMMONS
HGNC:7866	HGNC:28068	1	PATHWAYCOMMONS
HGNC:1509	HGNC:620	1	PATHWAYCOMMONS
HGNC:11588	HGNC:8536	1	PATHWAYCOMMONS
HGNC:9393	HGNC:7662	1	PATHWAYCOMMONS
HGNC:2457	HGNC:1515	1	PATHWAYCOMMONS
HGNC:7553	HGNC:19910	1	PATHWAYCOMMONS
HGNC:7866	HGNC:2520	1	PATHWAYCOMMONS
HGNC:6914	HGNC:263	1	PATHWAYCOMMONS
HGNC:11366	HGNC:6709	1	PATHWAYCOMMONS
HGNC:6709	HGNC:10019	1	PATHWAYCOMMONS
HGNC:6081	HGNC:1938	1	PATHWAYCOMMONS
HGNC:1504	HGNC:11088	1	PATHWAYCOMMONS
HGNC:669	HGNC:7618	1	PATHWAYCOMMONS
HGNC:9407	HGNC:6863	1	PATHWAYCOMMONS
HGNC:11205	HGNC:626	1	PATHWAYCOMMONS
HGNC:1771	HGNC:11830	1	PATHWAYCOMMONS
HGNC:11205	HGNC:10305	1	PATHWAYCOMMONS
HGNC:3229	HGNC:5361	1	PATHWAYCOMMONS
HGNC:7866	HGNC:8038	1	PATHWAYCOMMONS
HGNC:11503	HGNC:5467	1	PATHWAYCOMMONS
HGNC:2509	HGNC:9801	1	PATHWAYCOMMONS
HGNC:620	HGNC:24844	1	PATHWAYCOMMONS
HGNC:6524	HGNC:6171	1	PATHWAYCOMMONS
HGNC:7545	HGNC:9039	1	PATHWAYCOMMONS
HGNC:1863	HGNC:4634	1	PATHWAYCOMMONS
HGNC:3673	HGNC:16971	1	PATHWAYCOMMONS
HGNC:6081	HGNC:8881	1	PATHWAYCOMMONS
HGNC:11998	HGNC:1473	1	PATHWAYCOMMONS
HGNC:9393	HGNC:15454	1	PATHWAYCOMMONS
HGNC:9393	HGNC:1876	1	PATHWAYCOMMONS
HGNC:11892	HGNC:1506	1	PATHWAYCOMMONS
HGNC:7553	HGNC:2983	1	PATHWAYCOMMONS
HGNC:23393	HGNC:12437	1	PATHWAYCOMMONS
HGNC:7866	HGNC:1388	1	PATHWAYCOMMONS
HGNC:333	HGNC:13718	1	PATHWAYCOMMONS
HGNC:7996	HGNC:2289	1	PATHWAYCOMMONS
HGNC:9232	HGNC:4689	1	PATHWAYCOMMONS
HGNC:9380	HGNC:4390	1	PATHWAYCOMMONS
HGNC:1886	HGNC:54	1	PATHWAYCOMMONS
HGNC:4459	HGNC:3620	1	PATHWAYCOMMONS
HGNC:9005	HGNC:344	1	PATHWAYCOMMONS
HGNC:7000	HGNC:418	1	PATHWAYCOMMONS
HGNC:8816	HGNC:10432	1	PATHWAYCOMMONS
HGNC:14581	HGNC:12458	1	PATHWAYCOMMONS
HGNC:11633	HGNC:12403	1	PATHWAYCOMMONS
HGNC:74	HGNC:11634	1	PATHWAYCOMMONS
HGNC:7866	HGNC:11378	1	PATHWAYCOMMONS
HGNC:2092	HGNC:11920	1	PATHWAYCOMMONS
HGNC:7866	HGNC:12484	1	PATHWAYCOMMONS
HGNC:6081	HGNC:864	1	PATHWAYCOMMONS
HGNC:3084	HGNC:9312	1	PATHWAYCOMMONS
HGNC:6122	HGNC:30323	1	PATHWAYCOMMONS
HGNC:3942	HGNC:8620	1	PATHWAYCOMMONS
HGNC:8632	HGNC:4582	1	PATHWAYCOMMONS
HGNC:559	HGNC:67	1	PATHWAYCOMMONS
HGNC:9393	HGNC:11553	1	PATHWAYCOMMONS
HGNC:9380	HGNC:13628	1	PATHWAYCOMMONS
HGNC:6735	HGNC:1699	1	PATHWAYCOMMONS
HGNC:6993	HGNC:233	1	PATHWAYCOMMONS
HGNC:11205	HGNC:5985	1	PATHWAYCOMMONS
HGNC:11633	HGNC:11717	1	PATHWAYCOMMONS
HGNC:8975	HGNC:15911	1	PATHWAYCOMMONS
HGNC:6914	HGNC:4852	1	PATHWAYCOMMONS
HGNC:7866	HGNC:408	1	PATHWAYCOMMONS
HGNC:16075	HGNC:19348	1	PATHWAYCOMMONS
HGNC:9928	HGNC:4261	1	PATHWAYCOMMONS
HGNC:7056	HGNC:343	1	PATHWAYCOMMONS
HGNC:11998	HGNC:11304	1	PATHWAYCOMMONS
HGNC:4641	HGNC:6862	1	PATHWAYCOMMONS
HGNC:4545	HGNC:4598	1	PATHWAYCOMMONS
HGNC:644	HGNC:4168	1	PATHWAYCOMMONS
HGNC:12856	HGNC:10701	1	PATHWAYCOMMONS
HGNC:3489	HGNC:11754	1	PATHWAYCOMMONS
HGNC:9100	HGNC:6613	1	PATHWAYCOMMONS
HGNC:14901	HGNC:14900	1	PATHWAYCOMMONS
HGNC:3467	HGNC:823	1	PATHWAYCOMMONS
HGNC:9380	HGNC:9955	1	PATHWAYCOMMONS
HGNC:9401	HGNC:5960	1	PATHWAYCOMMONS
HGNC:620	HGNC:3068	1	PATHWAYCOMMONS
HGNC:3432	HGNC:4585	1	PATHWAYCOMMONS
HGNC:7996	HGNC:30793	1	PATHWAYCOMMONS
HGNC:9533	HGNC:6711	1	PATHWAYCOMMONS
HGNC:6993	HGNC:23145	1	PATHWAYCOMMONS
HGNC:620	HGNC:9240	1	PATHWAYCOMMONS
HGNC:3467	HGNC:4404	1	PATHWAYCOMMONS
HGNC:9382	HGNC:12680	1	PATHWAYCOMMONS
HGNC:29826	HGNC:7576	1	PATHWAYCOMMONS
HGNC:9380	HGNC:285	1	PATHWAYCOMMONS
HGNC:3964	HGNC:5217	1	PATHWAYCOMMONS
HGNC:6081	HGNC:29259	1	PATHWAYCOMMONS
HGNC:12801	HGNC:11323	1	PATHWAYCOMMONS
HGNC:7056	HGNC:17341	1	PATHWAYCOMMONS
HGNC:9382	HGNC:13417	1	PATHWAYCOMMONS
HGNC:5022	HGNC:4191	1	PATHWAYCOMMONS
HGNC:1771	HGNC:14524	1	PATHWAYCOMMONS
HGNC:11386	HGNC:11132	1	PATHWAYCOMMONS
HGNC:1771	HGNC:10791	1	PATHWAYCOMMONS
HGNC:6560	HGNC:6189	1	PATHWAYCOMMONS
HGNC:40	HGNC:10586	1	PATHWAYCOMMONS
HGNC:6735	HGNC:6342	1	PATHWAYCOMMONS
HGNC:6023	HGNC:11366	1	PATHWAYCOMMONS
HGNC:9376	HGNC:9462	1	PATHWAYCOMMONS
HGNC:393	HGNC:11602	1	PATHWAYCOMMONS
HGNC:12841	HGNC:11805	1	PATHWAYCOMMONS
HGNC:4312	HGNC:5035	1	PATHWAYCOMMONS
HGNC:53	HGNC:399	1	PATHWAYCOMMONS
HGNC:3467	HGNC:3345	1	PATHWAYCOMMONS
HGNC:9954	HGNC:5344	1	PATHWAYCOMMONS
HGNC:620	HGNC:10639	1	PATHWAYCOMMONS
HGNC:348	HGNC:2041	1	PATHWAYCOMMONS
HGNC:11766	HGNC:904	1	PATHWAYCOMMONS
HGNC:6871	HGNC:6768	1	PATHWAYCOMMONS
HGNC:9591	HGNC:11458	1	PATHWAYCOMMONS
HGNC:4638	HGNC:4195	1	PATHWAYCOMMONS
HGNC:6632	HGNC:10706	1	PATHWAYCOMMONS
HGNC:6524	HGNC:1659	1	PATHWAYCOMMONS
HGNC:9236	HGNC:8724	1	PATHWAYCOMMONS
HGNC:12856	HGNC:30423	1	PATHWAYCOMMONS
HGNC:4852	HGNC:1589	1	PATHWAYCOMMONS
HGNC:6107	HGNC:8252	1	PATHWAYCOMMONS
HGNC:1033	HGNC:9644	1	PATHWAYCOMMONS
HGNC:9067	HGNC:9594	1	PATHWAYCOMMONS
HGNC:11285	HGNC:11283	1	PATHWAYCOMMONS
HGNC:5438	HGNC:5981	1	PATHWAYCOMMONS
HGNC:7056	HGNC:12718	1	PATHWAYCOMMONS
HGNC:4173	HGNC:4270	1	PATHWAYCOMMONS
HGNC:7996	HGNC:1549	1	PATHWAYCOMMONS
HGNC:9413	HGNC:12828	1	PATHWAYCOMMONS
HGNC:12801	HGNC:6306	1	PATHWAYCOMMONS
HGNC:7056	HGNC:1062	1	PATHWAYCOMMONS
HGNC:11998	HGNC:6776	1	PATHWAYCOMMONS
HGNC:1925	HGNC:10303	1	PATHWAYCOMMONS
HGNC:17858	HGNC:268	1	PATHWAYCOMMONS
HGNC:7056	HGNC:2738	1	PATHWAYCOMMONS
HGNC:9232	HGNC:33238	1	PATHWAYCOMMONS
HGNC:232	HGNC:9382	1	PATHWAYCOMMONS
HGNC:9382	HGNC:8781	1	PATHWAYCOMMONS
HGNC:5224	HGNC:19060	1	PATHWAYCOMMONS
HGNC:391	HGNC:7110	1	PATHWAYCOMMONS
HGNC:9382	HGNC:8931	1	PATHWAYCOMMONS
HGNC:11205	HGNC:20184	1	PATHWAYCOMMONS
HGNC:5419	HGNC:18873	1	PATHWAYCOMMONS
HGNC:7056	HGNC:11172	1	PATHWAYCOMMONS
HGNC:333	HGNC:1514	1	PATHWAYCOMMONS
HGNC:12856	HGNC:11571	1	PATHWAYCOMMONS
HGNC:16994	HGNC:5956	1	PATHWAYCOMMONS
HGNC:17858	HGNC:1060	1	PATHWAYCOMMONS
HGNC:2459	HGNC:1753	1	PATHWAYCOMMONS
HGNC:9232	HGNC:1874	1	PATHWAYCOMMONS
HGNC:11491	HGNC:10840	1	PATHWAYCOMMONS
HGNC:6871	HGNC:7983	1	PATHWAYCOMMONS
HGNC:4044	HGNC:3086	1	PATHWAYCOMMONS
HGNC:6081	HGNC:1239	1	PATHWAYCOMMONS
