pubchem.compound:2118	ncbigene:2560	upregulates
pubchem.compound:448537	ncbigene:599	upregulates
pubchem.compound:702	ncbigene:114548	upregulates
pubchem.compound:702	ncbigene:7082	downregulates
pubchem.compound:3715	ncbigene:1647	upregulates
pubchem.compound:4197	ncbigene:5139	downregulates
pubchem.compound:5280343	ncbigene:3725	upregulates
pubchem.compound:4168	ncbigene:1813	downregulates
pubchem.compound:3386	ncbigene:1906	downregulates
pubchem.compound:2796	ncbigene:9407	upregulates
pubchem.compound:5282230	ncbigene:1490	downregulates
pubchem.compound:54454	ncbigene:9407	downregulates
pubchem.compound:3488	ncbigene:6010	downregulates
pubchem.compound:4737	ncbigene:2554	upregulates
pubchem.compound:6167	ncbigene:4210	downregulates
pubchem.compound:12035	ncbigene:23657	upregulates
pubchem.compound:36314	ncbigene:3627	upregulates
pubchem.compound:4943	ncbigene:2908	upregulates
pubchem.compound:54454	ncbigene:1244	downregulates
pubchem.compound:702	ncbigene:5329	upregulates
pubchem.compound:4091	ncbigene:6790	downregulates
pubchem.compound:53232	ncbigene:54205	upregulates
pubchem.compound:6013	ncbigene:4851	upregulates
pubchem.compound:5280453	ncbigene:79660	upregulates
pubchem.compound:92727	ncbigene:10269	downregulates
pubchem.compound:4091	ncbigene:3553	downregulates
pubchem.compound:448537	ncbigene:79084	upregulates
pubchem.compound:3114	ncbigene:1131	downregulates
pubchem.compound:5280360	ncbigene:501	upregulates
pubchem.compound:4477	ncbigene:7473	downregulates
pubchem.compound:4091	ncbigene:11040	upregulates
pubchem.compound:5503	ncbigene:6513	upregulates
pubchem.compound:5360373	ncbigene:3978	downregulates
pubchem.compound:145068	ncbigene:3752	downregulates
pubchem.compound:4507	ncbigene:8912	downregulates
pubchem.compound:54454	ncbigene:920	downregulates
pubchem.compound:3105	ncbigene:43	downregulates
pubchem.compound:441074	ncbigene:9424	downregulates
pubchem.compound:5426	ncbigene:6774	downregulates
pubchem.compound:5311217	ncbigene:778	downregulates
pubchem.compound:36462	ncbigene:842	upregulates
pubchem.compound:702	ncbigene:1956	downregulates
pubchem.compound:5073	ncbigene:152	upregulates
pubchem.compound:9444	ncbigene:9076	upregulates
pubchem.compound:8378	ncbigene:7852	downregulates
pubchem.compound:448537	ncbigene:2597	upregulates
pubchem.compound:444795	ncbigene:3479	downregulates
pubchem.compound:13109	ncbigene:148	upregulates
pubchem.compound:68870	ncbigene:627	upregulates
pubchem.compound:3386	ncbigene:7054	upregulates
pubchem.compound:4091	ncbigene:4288	downregulates
pubchem.compound:44093	ncbigene:3558	downregulates
pubchem.compound:3121	ncbigene:6720	upregulates
pubchem.compound:5280360	ncbigene:2247	upregulates
pubchem.compound:36314	ncbigene:1440	upregulates
pubchem.compound:448537	ncbigene:3814	downregulates
pubchem.compound:4171	ncbigene:3351	upregulates
pubchem.compound:2477	ncbigene:3357	downregulates
pubchem.compound:31703	ncbigene:4605	downregulates
pubchem.compound:702	ncbigene:27306	upregulates
pubchem.compound:4474	ncbigene:1129	downregulates
pubchem.compound:444795	ncbigene:4953	downregulates
pubchem.compound:444795	ncbigene:4316	downregulates
pubchem.compound:2554	ncbigene:1577	upregulates
pubchem.compound:8226	ncbigene:1812	downregulates
pubchem.compound:5360373	ncbigene:836	upregulates
pubchem.compound:4100	ncbigene:760	downregulates
pubchem.compound:36314	ncbigene:4137	upregulates
pubchem.compound:3339	ncbigene:3479	downregulates
pubchem.compound:1549000	ncbigene:3269	downregulates
pubchem.compound:445643	ncbigene:3558	downregulates
pubchem.compound:5284616	ncbigene:27250	upregulates
pubchem.compound:702	ncbigene:5337	upregulates
pubchem.compound:702	ncbigene:7054	upregulates
pubchem.compound:4235	ncbigene:5617	upregulates
pubchem.compound:3038	ncbigene:759	downregulates
pubchem.compound:3957	ncbigene:338567	downregulates
pubchem.compound:3168	ncbigene:1813	downregulates
pubchem.compound:5282230	ncbigene:1215	downregulates
pubchem.compound:3559	ncbigene:57142	downregulates
pubchem.compound:2797	ncbigene:345	downregulates
pubchem.compound:5284616	ncbigene:54210	downregulates
pubchem.compound:5280360	ncbigene:5732	upregulates
pubchem.compound:4091	ncbigene:5881	upregulates
pubchem.compound:445643	ncbigene:54210	downregulates
pubchem.compound:448537	ncbigene:1392	upregulates
pubchem.compound:36314	ncbigene:3397	downregulates
pubchem.compound:5280453	ncbigene:7200	upregulates
pubchem.compound:2554	ncbigene:6750	downregulates
pubchem.compound:5284616	ncbigene:836	downregulates
pubchem.compound:5472	ncbigene:1557	downregulates
pubchem.compound:4011	ncbigene:147	downregulates
pubchem.compound:4091	ncbigene:1857	upregulates
pubchem.compound:4091	ncbigene:8837	downregulates
pubchem.compound:5311067	ncbigene:2908	upregulates
pubchem.compound:2719	ncbigene:3553	downregulates
pubchem.compound:4091	ncbigene:1803	downregulates
pubchem.compound:5833	ncbigene:4306	downregulates
pubchem.compound:3339	ncbigene:336	upregulates
pubchem.compound:4091	ncbigene:5340	downregulates
pubchem.compound:3559	ncbigene:1816	upregulates
pubchem.compound:447043	ncbigene:1577	downregulates
pubchem.compound:60854	ncbigene:151	downregulates
pubchem.compound:448537	ncbigene:2957	upregulates
pubchem.compound:1548943	ncbigene:623	upregulates
pubchem.compound:44093	ncbigene:183	downregulates
pubchem.compound:3108	ncbigene:100	downregulates
pubchem.compound:3559	ncbigene:3553	downregulates
pubchem.compound:54678486	ncbigene:79001	downregulates
pubchem.compound:1548943	ncbigene:3576	downregulates
pubchem.compound:702	ncbigene:6844	upregulates
pubchem.compound:448537	ncbigene:10768	upregulates
pubchem.compound:3385	ncbigene:3315	upregulates
pubchem.compound:4184	ncbigene:3362	downregulates
pubchem.compound:4091	ncbigene:5327	upregulates
pubchem.compound:448537	ncbigene:186	upregulates
pubchem.compound:5505	ncbigene:7052	upregulates
pubchem.compound:6047	ncbigene:1312	upregulates
pubchem.compound:3715	ncbigene:1557	downregulates
pubchem.compound:444795	ncbigene:26257	upregulates
pubchem.compound:3671	ncbigene:5139	downregulates
pubchem.compound:33741	ncbigene:4988	upregulates
pubchem.compound:3386	ncbigene:1565	downregulates
pubchem.compound:6013	ncbigene:3952	downregulates
pubchem.compound:3961	ncbigene:6195	downregulates
pubchem.compound:5280360	ncbigene:5731	upregulates
pubchem.compound:30323	ncbigene:3162	upregulates
pubchem.compound:5280453	ncbigene:4318	downregulates
pubchem.compound:445643	ncbigene:1906	downregulates
pubchem.compound:5284616	ncbigene:3162	upregulates
pubchem.compound:2797	ncbigene:6646	downregulates
pubchem.compound:6013	ncbigene:7054	upregulates
pubchem.compound:2763	ncbigene:949	upregulates
pubchem.compound:3339	ncbigene:79888	upregulates
pubchem.compound:4909	ncbigene:2554	upregulates
pubchem.compound:5280343	ncbigene:9131	upregulates
pubchem.compound:3559	ncbigene:3320	downregulates
pubchem.compound:3372	ncbigene:3350	downregulates
pubchem.compound:4168	ncbigene:1814	downregulates
pubchem.compound:448537	ncbigene:6750	downregulates
pubchem.compound:5280453	ncbigene:7421	downregulates
pubchem.compound:4497	ncbigene:776	downregulates
pubchem.compound:448537	ncbigene:6340	upregulates
pubchem.compound:33741	ncbigene:152	upregulates
pubchem.compound:5833	ncbigene:783	downregulates
pubchem.compound:145068	ncbigene:1392	downregulates
pubchem.compound:1548943	ncbigene:6772	upregulates
pubchem.compound:6047	ncbigene:1814	upregulates
pubchem.compound:5073	ncbigene:808	upregulates
pubchem.compound:16231	ncbigene:6337	downregulates
pubchem.compound:445354	ncbigene:8431	upregulates
pubchem.compound:5280360	ncbigene:108	upregulates
pubchem.compound:9444	ncbigene:4616	upregulates
pubchem.compound:2733526	ncbigene:2100	downregulates
pubchem.compound:3396	ncbigene:1813	downregulates
pubchem.compound:5280453	ncbigene:81793	upregulates
pubchem.compound:3385	ncbigene:4162	upregulates
pubchem.compound:5095	ncbigene:150	downregulates
pubchem.compound:3108	ncbigene:2056	downregulates
pubchem.compound:4507	ncbigene:776	downregulates
pubchem.compound:2162	ncbigene:3717	upregulates
pubchem.compound:2913	ncbigene:3357	downregulates
pubchem.compound:4171	ncbigene:3355	upregulates
pubchem.compound:4184	ncbigene:6530	downregulates
pubchem.compound:145068	ncbigene:3576	downregulates
pubchem.compound:6178111	ncbigene:64146	downregulates
pubchem.compound:3488	ncbigene:3767	downregulates
pubchem.compound:3372	ncbigene:152	downregulates
pubchem.compound:5743	ncbigene:3082	downregulates
pubchem.compound:5472	ncbigene:3553	upregulates
pubchem.compound:444795	ncbigene:6469	downregulates
pubchem.compound:5360696	ncbigene:9407	downregulates
pubchem.compound:441314	ncbigene:2548	downregulates
